city,date,retail,grocery,parks,transit,work,home
Reggio_Emilia,2020-06-10,-22,-10,10,-37,-26,10
Reggio_Emilia,2020-06-11,-23,-11,0,-37,-26,10
Reggio_Emilia,2020-06-12,-19,-8,57,-32,-27,8
Reggio_Emilia,2020-06-13,-26,-16,10,-27,-23,5
Reggio_Emilia,2020-06-14,-24,-15,43,-22,4,1
Reggio_Emilia,2020-06-15,-23,-11,4,-34,-25,8
Reggio_Emilia,2020-06-16,-13,-8,56,-30,-24,8
Reggio_Emilia,2020-06-17,-19,-11,16,-34,-24,8
Reggio_Emilia,2020-06-18,-15,-13,41,-30,-25,7
Reggio_Emilia,2020-06-19,-19,-9,37,-30,-27,7
Reggio_Emilia,2020-06-20,-21,-15,37,-18,-21,1
Reggio_Emilia,2020-06-21,-25,-26,50,-14,4,-3
Reggio_Emilia,2020-06-22,-18,-10,42,-29,-26,5
Reggio_Emilia,2020-06-23,-12,-11,52,-28,-25,6
Reggio_Emilia,2020-06-24,-14,-11,47,-27,-24,6
Reggio_Emilia,2020-06-25,-15,-11,35,-28,-24,6
Reggio_Emilia,2020-06-26,-18,-8,43,-29,-26,5
Reggio_Emilia,2020-06-27,-24,-16,25,-19,-24,0
Reggio_Emilia,2020-06-28,-26,-22,47,-7,6,-4
Reggio_Emilia,2020-06-29,-18,-9,39,-27,-24,4
Reggio_Emilia,2020-06-30,-12,-10,47,-28,-24,5
Reggio_Emilia,2020-07-01,-14,-10,32,-30,-23,5
Reggio_Emilia,2020-07-02,-14,-12,33,-30,-24,5
Reggio_Emilia,2020-07-03,-21,-10,11,-33,-26,6
Reggio_Emilia,2020-07-04,-20,-16,22,-19,-23,1
Reggio_Emilia,2020-07-05,-24,-24,36,-8,2,-4
Reggio_Emilia,2020-07-06,-17,-11,40,-29,-25,3
Reggio_Emilia,2020-07-07,-12,-10,44,-30,-25,5
Reggio_Emilia,2020-07-08,-13,-12,44,-28,-23,4
Reggio_Emilia,2020-07-09,-13,-14,28,-30,-23,4
Reggio_Emilia,2020-07-10,-16,-10,39,-28,-26,3
Reggio_Emilia,2020-07-11,-25,-19,7,-22,-24,1
Reggio_Emilia,2020-07-12,-22,-21,44,-13,4,-4
Reggio_Emilia,2020-07-13,-14,-8,47,-26,-25,3
Reggio_Emilia,2020-07-14,-11,-11,59,-28,-25,4
Reggio_Emilia,2020-07-15,-10,-11,42,-29,-23,4
Reggio_Emilia,2020-07-16,-11,-12,34,-30,-24,3
Reggio_Emilia,2020-07-17,-15,-10,41,-28,-26,3
Reggio_Emilia,2020-07-18,-21,-17,35,-19,-23,-2
Reggio_Emilia,2020-07-19,-22,-22,47,-8,3,-5
Reggio_Emilia,2020-07-20,-16,-11,51,-29,-24,2
Reggio_Emilia,2020-07-21,-12,-13,46,-30,-24,4
Reggio_Emilia,2020-07-22,-13,-14,59,-30,-24,4
Reggio_Emilia,2020-07-23,-14,-14,35,-32,-24,4
Reggio_Emilia,2020-07-24,-19,-12,6,-35,-27,5
Reggio_Emilia,2020-07-25,-20,-17,32,-20,-24,-1
Reggio_Emilia,2020-07-26,-21,-21,49,-10,5,-5
Reggio_Emilia,2020-07-27,-15,-10,44,-27,-26,2
Reggio_Emilia,2020-07-28,-12,-12,42,-29,-25,4
Reggio_Emilia,2020-07-29,-13,-13,39,-31,-25,3
Reggio_Emilia,2020-07-30,-12,-20,26,-31,-26,3
Reggio_Emilia,2020-07-31,-16,-20,25,-32,-28,3
Reggio_Emilia,2020-08-01,-23,-25,17,-18,-28,-1
Reggio_Emilia,2020-08-02,-22,-27,28,-16,0,-3
Rimini,2020-02-15,7,0,48,11,1,-2
Rimini,2020-02-16,4,2,33,14,1,-1
Rimini,2020-02-17,6,2,14,13,4,-2
Rimini,2020-02-18,2,-2,-7,6,3,0
Rimini,2020-02-19,3,-1,13,5,3,0
Rimini,2020-02-20,4,-1,12,5,2,-1
Rimini,2020-02-21,5,1,15,9,2,-1
Rimini,2020-02-22,4,6,35,8,3,-1
Rimini,2020-02-23,-4,18,8,-2,-2,0
Rimini,2020-02-24,-1,31,36,-11,-12,4
Rimini,2020-02-25,-8,0,33,-18,-12,5
Rimini,2020-02-26,-18,-11,-15,-26,-13,8
Rimini,2020-02-27,-11,-4,12,-26,-13,7
Rimini,2020-02-28,-9,-2,24,-24,-13,6
Rimini,2020-02-29,-17,0,25,-22,-16,6
Rimini,2020-03-01,-28,-4,-30,-34,-8,6
Rimini,2020-03-02,-12,-3,-20,-25,-11,5
Rimini,2020-03-03,-10,-6,-14,-26,-11,6
Rimini,2020-03-04,-15,-7,-25,-29,-12,8
Rimini,2020-03-05,-13,-2,0,-28,-11,7
Rimini,2020-03-06,-15,2,1,-27,-12,7
Rimini,2020-03-07,-28,3,-14,-37,-18,9
Rimini,2020-03-08,-49,10,-7,-46,-17,9
Rimini,2020-03-09,-39,-4,-28,-49,-23,13
Rimini,2020-03-10,-47,-10,-32,-53,-29,17
Rimini,2020-03-11,-53,-15,-24,-56,-35,19
Rimini,2020-03-12,-69,-22,-60,-65,-44,24
Rimini,2020-03-13,-75,-23,-71,-69,-50,28
Rimini,2020-03-14,-85,-40,-85,-79,-61,28
Rimini,2020-03-15,-91,-59,-86,-84,-60,24
Rimini,2020-03-16,-74,-34,-71,-73,-54,26
Rimini,2020-03-17,-77,-39,-71,-74,-57,28
Rimini,2020-03-18,-79,-40,-76,-75,-58,30
Rimini,2020-03-19,-80,-44,-81,-78,-61,31
Rimini,2020-03-20,-80,-37,-83,-79,-62,33
Rimini,2020-03-21,-88,-49,-91,-84,-66,30
Rimini,2020-03-22,-97,-94,-96,-89,-71,27
Rimini,2020-03-23,-82,-44,-86,-81,-72,33
Rimini,2020-03-24,-84,-49,-87,-80,-73,34
Rimini,2020-03-25,-87,-54,-88,-83,-76,36
Rimini,2020-03-26,-87,-55,-89,-85,-76,37
Rimini,2020-03-27,-86,-45,-89,-84,-75,38
Rimini,2020-03-28,-89,-52,-90,-87,-69,31
Rimini,2020-03-29,-96,-95,-94,-90,-71,27
Rimini,2020-03-30,-84,-46,-83,-80,-71,32
Rimini,2020-03-31,-93,-45,-82,-80,-72,34
Rimini,2020-04-01,-93,-45,-81,-80,-72,35
Rimini,2020-04-02,-92,-43,-80,-80,-71,35
Rimini,2020-04-03,-88,-37,-83,-81,-71,36
Rimini,2020-04-04,-92,-48,-90,-86,-67,30
Rimini,2020-04-05,-97,-95,-94,-89,-69,27
Rimini,2020-04-06,-86,-40,-81,-78,-67,31
Rimini,2020-04-07,-82,-38,-79,-78,-67,32
Rimini,2020-04-08,-82,-38,-81,-78,-67,32
Rimini,2020-04-09,-82,-35,-80,-78,-67,33
Rimini,2020-04-10,-81,-26,-81,-79,-68,34
Rimini,2020-04-11,-88,-44,-88,-84,-66,29
Rimini,2020-04-12,-97,-95,-95,-91,-71,27
Rimini,2020-04-13,-96,-96,-89,-90,-91,40
Rimini,2020-04-14,-83,-41,-82,-77,-66,32
Rimini,2020-04-15,-82,-39,-78,-76,-64,32
Rimini,2020-04-16,-80,-38,-78,-77,-64,32
Rimini,2020-04-17,-81,-33,-81,-78,-63,34
Rimini,2020-04-18,-87,-44,-88,-83,-61,29
Rimini,2020-04-19,-95,-85,-93,-88,-62,26
Rimini,2020-04-20,-81,-44,-84,-77,-62,30
Rimini,2020-04-21,-82,-42,-82,-77,-62,31
Rimini,2020-04-22,-80,-39,-78,-75,-61,31
Rimini,2020-04-23,-79,-36,-75,-74,-61,31
Rimini,2020-04-24,-77,-23,-75,-73,-60,31
Rimini,2020-04-25,-95,-94,-89,-87,-76,32
Rimini,2020-04-26,-93,-56,-91,-86,-56,24
Rimini,2020-04-27,-73,-28,-72,-70,-56,26
Rimini,2020-04-28,-76,-36,-76,-73,-57,29
Rimini,2020-04-29,-75,-32,-70,-71,-57,28
Rimini,2020-04-30,-71,-21,-69,-70,-55,27
Rimini,2020-05-01,-93,-94,-82,-87,-87,43
Rimini,2020-05-02,-81,-32,-80,-79,-55,26
Rimini,2020-05-03,-92,-67,-89,-85,-52,24
Rimini,2020-05-04,-57,-22,-8,-50,-41,16
Rimini,2020-05-05,-59,-23,-8,-51,-42,19
Rimini,2020-05-06,-61,-25,-29,-51,-42,20
Rimini,2020-05-07,-57,-23,4,-50,-41,19
Rimini,2020-05-08,-58,-17,-10,-53,-41,21
Rimini,2020-05-09,-65,-21,-18,-54,-41,17
Rimini,2020-05-10,-72,-42,-35,-59,-30,14
Rimini,2020-05-11,-55,-26,-20,-52,-37,17
Rimini,2020-05-12,-54,-21,-6,-49,-37,18
Rimini,2020-05-13,-55,-22,1,-48,-36,18
Rimini,2020-05-14,-53,-20,2,-49,-36,18
Rimini,2020-05-15,-54,-15,-11,-52,-37,19
Rimini,2020-05-16,-64,-19,-42,-55,-35,17
Rimini,2020-05-17,-66,-34,-12,-54,-22,12
Rimini,2020-05-18,-34,-16,10,-44,-29,12
Rimini,2020-05-19,-38,-17,-3,-46,-30,14
Rimini,2020-05-20,-39,-17,-10,-46,-31,15
Rimini,2020-05-21,-30,-14,49,-41,-29,12
Rimini,2020-05-22,-32,-6,42,-41,-29,13
Rimini,2020-05-23,-35,-10,48,-36,-21,7
Rimini,2020-05-24,-41,-17,7,-43,-6,7
Rimini,2020-05-25,-26,-13,40,-39,-26,10
Rimini,2020-05-26,-27,-11,44,-39,-26,11
Rimini,2020-05-27,-26,-11,55,-35,-25,10
Rimini,2020-05-28,-26,-11,41,-38,-26,11
Rimini,2020-05-29,-35,-9,-17,-48,-29,15
Rimini,2020-05-30,-27,-4,63,-27,-14,6
Rimini,2020-05-31,-29,-4,37,-33,6,5
Rimini,2020-06-01,1,7,138,-30,-32,8
Rimini,2020-06-02,-9,-44,207,-37,-62,13
Rimini,2020-06-03,-20,-2,60,-22,-22,7
Rimini,2020-06-04,-25,-6,5,-29,-25,10
Rimini,2020-06-05,-16,-3,49,-27,-24,9
Rimini,2020-06-06,-16,-7,71,-16,-10,2
Rimini,2020-06-07,-21,-6,22,-22,16,0
Rimini,2020-06-08,-18,-6,9,-29,-23,8
Rimini,2020-06-09,-15,-8,28,-28,-22,8
Rimini,2020-06-10,-15,-6,28,-25,-23,8
Rimini,2020-06-11,-10,-4,38,-28,-25,8
Rimini,2020-06-12,-3,-2,89,-19,-22,4
Rimini,2020-06-13,-10,-2,72,-12,-9,1
Rimini,2020-06-14,-11,7,37,-7,18,0
Rimini,2020-06-15,-6,-1,46,-23,-19,6
Rimini,2020-06-16,-1,-4,94,-19,-18,4
Rimini,2020-06-17,-3,-4,77,-17,-18,5
Rimini,2020-06-18,1,-7,99,-14,-18,3
Rimini,2020-06-19,6,3,121,-8,-19,3
Rimini,2020-06-20,2,-2,111,10,-3,-3
Rimini,2020-06-21,-4,5,45,5,29,-5
Rimini,2020-06-22,8,0,114,-10,-17,2
Rimini,2020-06-23,8,-3,129,-12,-18,2
Rimini,2020-06-24,10,1,143,-2,-16,2
Rimini,2020-06-25,11,0,137,-4,-16,2
Rimini,2020-06-26,15,3,163,6,-17,1
Rimini,2020-06-27,10,2,143,21,-3,-5
Rimini,2020-06-28,3,9,57,23,41,-8
Rimini,2020-06-29,17,6,121,2,-14,1
Rimini,2020-06-30,14,0,123,-5,-12,0
Rimini,2020-07-01,17,4,139,1,-12,0
Rimini,2020-07-02,17,0,129,3,-13,0
Rimini,2020-07-03,16,9,118,12,-16,3
Rimini,2020-07-04,18,8,129,37,0,-3
Rimini,2020-07-05,10,14,53,35,43,-8
Rimini,2020-07-06,25,8,160,17,-11,-1
Rimini,2020-07-07,30,12,182,7,-14,2
Rimini,2020-07-08,24,2,183,10,-10,-1
Rimini,2020-07-09,24,4,157,9,-11,-1
Rimini,2020-07-10,29,9,179,20,-13,-1
Rimini,2020-07-11,14,4,103,36,5,-4
Rimini,2020-07-12,22,36,81,53,46,-5
Rimini,2020-07-13,35,11,172,19,-9,-1
Rimini,2020-07-14,34,8,191,9,-10,-1
Rimini,2020-07-15,32,14,183,13,-9,0
Rimini,2020-07-16,34,8,182,15,-9,-1
Rimini,2020-07-17,41,22,192,33,-15,3
Rimini,2020-07-18,31,12,166,62,8,-5
Rimini,2020-07-19,23,30,82,62,57,-9
Rimini,2020-07-20,42,17,205,30,-6,-1
Rimini,2020-07-21,39,13,215,14,-6,-1
Rimini,2020-07-22,38,12,220,21,-7,-1
Rimini,2020-07-23,39,14,203,17,-8,-1
Rimini,2020-07-24,37,26,187,31,-14,4
Rimini,2020-07-25,29,12,168,64,11,-6
Rimini,2020-07-26,24,36,83,63,60,-9
Rimini,2020-07-27,47,20,211,31,-9,-2
Rimini,2020-07-28,43,15,215,15,-11,-1
Rimini,2020-07-29,39,14,220,21,-7,-1
Rimini,2020-07-30,38,10,187,19,-8,-1
Rimini,2020-07-31,35,15,178,30,-10,-1
Rimini,2020-08-01,21,11,138,59,10,-5
Rimini,2020-08-02,23,41,68,60,58,-7
Roma,2020-02-15,2,-1,39,8,1,-2
Roma,2020-02-16,4,1,36,7,0,-3
Roma,2020-02-17,1,1,14,3,1,-1
Roma,2020-02-18,2,0,12,2,1,0
Roma,2020-02-19,-2,-3,-1,0,1,0
Roma,2020-02-20,3,0,22,6,1,-1
Roma,2020-02-21,1,0,22,5,1,-1
Roma,2020-02-22,2,2,37,10,1,-2
Roma,2020-02-23,-2,6,27,9,1,-2
Roma,2020-02-24,0,18,19,-4,-3,1
Roma,2020-02-25,-1,8,9,-7,-2,1
Roma,2020-02-26,-9,-3,-6,-10,0,2
Roma,2020-02-27,-5,0,0,-9,1,2
Roma,2020-02-28,-5,0,4,-8,1,1
Roma,2020-02-29,-4,0,7,-7,0,0
Roma,2020-03-01,-21,-7,-41,-22,-4,3
Roma,2020-03-02,-14,-7,-30,-13,0,2
Roma,2020-03-03,-8,0,-24,-13,0,2
Roma,2020-03-04,-6,3,-9,-11,1,1
Roma,2020-03-05,-11,5,-8,-22,-15,6
Roma,2020-03-06,-18,2,-16,-25,-16,8
Roma,2020-03-07,-20,3,-4,-23,-7,4
Roma,2020-03-08,-26,3,12,-29,-9,3
Roma,2020-03-09,-30,2,-26,-39,-26,11
Roma,2020-03-10,-46,-2,-39,-53,-38,18
Roma,2020-03-11,-55,-15,-39,-61,-46,22
Roma,2020-03-12,-74,-25,-64,-70,-57,29
Roma,2020-03-13,-79,-32,-71,-75,-63,32
Roma,2020-03-14,-85,-43,-80,-77,-57,25
Roma,2020-03-15,-91,-55,-82,-82,-57,22
Roma,2020-03-16,-78,-39,-76,-79,-67,31
Roma,2020-03-17,-80,-43,-79,-81,-70,33
Roma,2020-03-18,-82,-47,-79,-82,-70,33
Roma,2020-03-19,-82,-46,-81,-82,-71,34
Roma,2020-03-20,-82,-45,-82,-82,-70,35
Roma,2020-03-21,-87,-54,-87,-81,-62,26
Roma,2020-03-22,-94,-76,-91,-87,-64,24
Roma,2020-03-23,-81,-48,-85,-84,-73,34
Roma,2020-03-24,-83,-49,-86,-84,-74,35
Roma,2020-03-25,-84,-50,-85,-84,-74,35
Roma,2020-03-26,-86,-55,-88,-86,-76,37
Roma,2020-03-27,-84,-49,-86,-84,-74,37
Roma,2020-03-28,-87,-54,-88,-82,-63,27
Roma,2020-03-29,-94,-77,-91,-88,-64,24
Roma,2020-03-30,-81,-47,-83,-83,-73,34
Roma,2020-03-31,-90,-46,-83,-82,-74,35
Roma,2020-04-01,-90,-46,-82,-82,-74,35
Roma,2020-04-02,-90,-45,-83,-82,-74,36
Roma,2020-04-03,-86,-43,-82,-82,-72,36
Roma,2020-04-04,-88,-50,-85,-81,-62,26
Roma,2020-04-05,-95,-73,-90,-87,-63,23
Roma,2020-04-06,-83,-42,-81,-81,-71,33
Roma,2020-04-07,-82,-40,-82,-81,-72,34
Roma,2020-04-08,-82,-40,-81,-82,-72,33
Roma,2020-04-09,-81,-36,-82,-81,-72,34
Roma,2020-04-10,-81,-33,-81,-80,-72,35
Roma,2020-04-11,-86,-45,-84,-78,-60,25
Roma,2020-04-12,-97,-95,-91,-89,-69,24
Roma,2020-04-13,-96,-95,-88,-92,-92,42
Roma,2020-04-14,-83,-47,-85,-82,-71,34
Roma,2020-04-15,-81,-41,-81,-80,-70,33
Roma,2020-04-16,-81,-40,-80,-80,-70,34
Roma,2020-04-17,-81,-39,-80,-80,-69,34
Roma,2020-04-18,-84,-45,-84,-78,-56,25
Roma,2020-04-19,-94,-74,-88,-86,-59,23
Roma,2020-04-20,-81,-49,-86,-83,-69,33
Roma,2020-04-21,-80,-42,-82,-81,-69,33
Roma,2020-04-22,-82,-47,-84,-82,-69,34
Roma,2020-04-23,-80,-38,-80,-79,-68,33
Roma,2020-04-24,-77,-28,-77,-77,-67,32
Roma,2020-04-25,-95,-92,-84,-84,-74,29
Roma,2020-04-26,-90,-58,-84,-81,-53,21
Roma,2020-04-27,-73,-31,-76,-76,-65,30
Roma,2020-04-28,-77,-36,-80,-78,-67,32
Roma,2020-04-29,-76,-33,-78,-77,-66,31
Roma,2020-04-30,-72,-22,-75,-75,-65,30
Roma,2020-05-01,-94,-92,-83,-89,-89,43
Roma,2020-05-02,-78,-34,-78,-72,-49,23
Roma,2020-05-03,-89,-63,-81,-79,-49,21
Roma,2020-05-04,-60,-24,-45,-65,-55,22
Roma,2020-05-05,-62,-25,-47,-65,-56,24
Roma,2020-05-06,-63,-26,-44,-65,-56,24
Roma,2020-05-07,-62,-25,-43,-65,-56,25
Roma,2020-05-08,-63,-23,-42,-65,-55,25
Roma,2020-05-09,-65,-25,-36,-58,-37,16
Roma,2020-05-10,-73,-49,-45,-65,-31,13
Roma,2020-05-11,-58,-28,-44,-64,-52,22
Roma,2020-05-12,-58,-24,-42,-63,-53,23
Roma,2020-05-13,-61,-27,-50,-65,-52,23
Roma,2020-05-14,-60,-24,-45,-64,-52,24
Roma,2020-05-15,-60,-20,-37,-63,-51,23
Roma,2020-05-16,-62,-22,-38,-57,-31,15
Roma,2020-05-17,-70,-42,-34,-63,-24,13
Roma,2020-05-18,-40,-19,-32,-56,-45,18
Roma,2020-05-19,-40,-17,-28,-55,-46,18
Roma,2020-05-20,-45,-20,-43,-58,-47,20
Roma,2020-05-21,-40,-16,-23,-55,-46,18
Roma,2020-05-22,-42,-13,-19,-54,-44,18
Roma,2020-05-23,-39,-14,-3,-42,-17,7
Roma,2020-05-24,-44,-29,-11,-51,-10,5
Roma,2020-05-25,-35,-17,-25,-54,-44,16
Roma,2020-05-26,-35,-15,-24,-53,-43,17
Roma,2020-05-27,-36,-13,-24,-53,-43,16
Roma,2020-05-28,-36,-13,-22,-52,-43,16
Roma,2020-05-29,-48,-20,-53,-59,-43,19
Roma,2020-05-30,-37,-9,-24,-41,-11,7
Roma,2020-05-31,-37,-23,-3,-46,0,4
Roma,2020-06-01,-19,1,-3,-49,-46,13
Roma,2020-06-02,-35,-41,39,-61,-74,18
Roma,2020-06-03,-31,-9,-20,-45,-40,13
Roma,2020-06-04,-34,-11,-32,-47,-41,15
Roma,2020-06-05,-35,-13,-31,-50,-41,15
Roma,2020-06-06,-29,-14,8,-34,-9,2
Roma,2020-06-07,-34,-24,-8,-42,-1,1
Roma,2020-06-08,-26,-15,-21,-47,-40,13
Roma,2020-06-09,-23,-11,-11,-45,-39,12
Roma,2020-06-10,-28,-13,-32,-48,-39,13
Roma,2020-06-11,-32,-16,-40,-50,-40,14
Roma,2020-06-12,-26,-10,0,-43,-38,10
Roma,2020-06-13,-30,-15,-15,-38,-6,3
Roma,2020-06-14,-29,-21,-3,-40,5,0
Roma,2020-06-15,-21,-13,-6,-43,-37,10
Roma,2020-06-16,-20,-11,-6,-43,-37,11
Roma,2020-06-17,-22,-12,-10,-43,-37,11
Roma,2020-06-18,-21,-11,-3,-42,-37,10
Roma,2020-06-19,-25,-11,-5,-42,-36,9
Roma,2020-06-20,-26,-15,11,-31,-3,-1
Roma,2020-06-21,-32,-23,-11,-39,7,-3
Roma,2020-06-22,-19,-12,-6,-41,-38,9
Roma,2020-06-23,-18,-11,-3,-40,-38,9
Roma,2020-06-24,-19,-11,-5,-41,-35,9
Roma,2020-06-25,-19,-11,-3,-39,-35,8
Roma,2020-06-26,-24,-11,-4,-39,-36,7
Roma,2020-06-27,-30,-17,-4,-32,-6,-3
Roma,2020-06-28,-34,-24,-16,-41,12,-4
Roma,2020-06-29,-25,-27,5,-55,-61,5
Roma,2020-06-30,-18,-10,-9,-40,-35,6
Roma,2020-07-01,-18,-10,-7,-39,-35,7
Roma,2020-07-02,-19,-11,-7,-39,-35,7
Roma,2020-07-03,-23,-14,-3,-39,-35,6
Roma,2020-07-04,-26,-17,-7,-34,-4,-1
Roma,2020-07-05,-28,-23,-10,-36,9,-6
Roma,2020-07-06,-17,-13,-5,-39,-36,6
Roma,2020-07-07,-16,-13,-3,-40,-36,7
Roma,2020-07-08,-18,-14,-4,-39,-34,6
Roma,2020-07-09,-19,-13,-5,-39,-35,6
Roma,2020-07-10,-24,-15,-4,-41,-35,5
Roma,2020-07-11,-29,-21,-3,-33,-2,-3
Roma,2020-07-12,-31,-24,-17,-38,13,-7
Roma,2020-07-13,-17,-13,-6,-39,-36,5
Roma,2020-07-14,-16,-14,-2,-40,-35,6
Roma,2020-07-15,-17,-14,-5,-40,-34,6
Roma,2020-07-16,-18,-15,-5,-40,-34,6
Roma,2020-07-17,-23,-15,-5,-40,-34,5
Roma,2020-07-18,-27,-20,2,-32,-2,-4
Roma,2020-07-19,-29,-24,-12,-36,14,-7
Roma,2020-07-20,-18,-15,-4,-39,-34,5
Roma,2020-07-21,-16,-16,-2,-41,-34,5
Roma,2020-07-22,-18,-16,-5,-40,-34,5
Roma,2020-07-23,-19,-16,-4,-40,-34,5
Roma,2020-07-24,-24,-17,0,-39,-34,4
Roma,2020-07-25,-29,-22,2,-32,-3,-5
Roma,2020-07-26,-31,-25,-14,-36,15,-8
Roma,2020-07-27,-16,-14,-2,-39,-37,4
Roma,2020-07-28,-16,-15,-2,-40,-36,5
Roma,2020-07-29,-18,-17,-4,-41,-36,5
Roma,2020-07-30,-19,-17,-6,-41,-36,4
Roma,2020-07-31,-24,-19,-6,-40,-36,3
Roma,2020-08-01,-31,-24,-11,-33,-7,-5
Roma,2020-08-02,-31,-27,-22,-38,10,-7
Milano,2020-02-15,-1,-2,32,3,-1,-1
Milano,2020-02-16,-5,-1,10,-3,-1,-1
Milano,2020-02-17,-3,-4,-20,1,0,0
Milano,2020-02-18,1,1,33,4,0,0
Milano,2020-02-19,4,0,23,5,0,0
Milano,2020-02-20,2,-1,20,4,0,-1
Milano,2020-02-21,0,1,23,3,0,0
Milano,2020-02-22,-10,3,34,-3,0,0
Milano,2020-02-23,-30,23,1,-22,-2,2
Milano,2020-02-24,-25,23,21,-36,-25,10
Milano,2020-02-25,-29,0,2,-41,-27,12
Milano,2020-02-26,-30,-9,-12,-44,-28,13
Milano,2020-02-27,-26,-8,1,-44,-29,12
Milano,2020-02-28,-24,-7,22,-42,-30,12
Milano,2020-02-29,-33,-11,-22,-39,-20,7
Milano,2020-03-01,-43,-16,-41,-47,-17,5
Milano,2020-03-02,-33,-21,-58,-44,-24,12
Milano,2020-03-03,-18,0,18,-37,-23,10
Milano,2020-03-04,-19,-2,42,-36,-23,9
Milano,2020-03-05,-27,-8,-37,-43,-25,12
Milano,2020-03-06,-26,-2,-2,-42,-26,12
Milano,2020-03-07,-31,-6,52,-35,-18,6
Milano,2020-03-08,-57,-11,20,-50,-21,8
Milano,2020-03-09,-47,-13,-36,-58,-38,18
Milano,2020-03-10,-56,-13,-22,-64,-45,22
Milano,2020-03-11,-61,-17,-13,-68,-51,25
Milano,2020-03-12,-78,-30,-60,-76,-60,31
Milano,2020-03-13,-81,-31,-51,-78,-64,33
Milano,2020-03-14,-88,-50,-78,-81,-63,26
Milano,2020-03-15,-92,-59,-72,-84,-59,22
Milano,2020-03-16,-81,-39,-62,-80,-68,32
Milano,2020-03-17,-83,-42,-60,-81,-70,34
Milano,2020-03-18,-85,-45,-67,-83,-71,35
Milano,2020-03-19,-85,-47,-73,-84,-72,36
Milano,2020-03-20,-85,-46,-75,-84,-72,37
Milano,2020-03-21,-90,-61,-82,-84,-67,27
Milano,2020-03-22,-96,-81,-90,-90,-67,24
Milano,2020-03-23,-87,-52,-83,-87,-77,37
Milano,2020-03-24,-87,-52,-79,-86,-78,38
Milano,2020-03-25,-88,-55,-83,-87,-78,39
Milano,2020-03-26,-88,-55,-83,-88,-79,40
Milano,2020-03-27,-88,-53,-81,-87,-79,41
Milano,2020-03-28,-91,-63,-84,-85,-70,28
Milano,2020-03-29,-96,-81,-88,-90,-68,24
Milano,2020-03-30,-88,-54,-82,-87,-78,37
Milano,2020-03-31,-94,-52,-78,-86,-78,38
Milano,2020-04-01,-93,-49,-78,-86,-78,38
Milano,2020-04-02,-93,-49,-78,-86,-78,39
Milano,2020-04-03,-89,-49,-78,-86,-77,40
Milano,2020-04-04,-92,-61,-82,-84,-68,28
Milano,2020-04-05,-96,-79,-87,-89,-67,24
Milano,2020-04-06,-88,-48,-77,-85,-76,36
Milano,2020-04-07,-87,-47,-75,-85,-76,37
Milano,2020-04-08,-87,-45,-76,-85,-75,37
Milano,2020-04-09,-86,-42,-76,-85,-75,37
Milano,2020-04-10,-86,-40,-76,-84,-76,39
Milano,2020-04-11,-90,-56,-80,-83,-67,27
Milano,2020-04-12,-97,-96,-87,-90,-72,24
Milano,2020-04-13,-96,-83,-84,-93,-93,44
Milano,2020-04-14,-86,-48,-75,-84,-73,36
Milano,2020-04-15,-86,-46,-75,-84,-73,36
Milano,2020-04-16,-85,-45,-76,-84,-73,36
Milano,2020-04-17,-86,-45,-75,-84,-72,38
Milano,2020-04-18,-89,-56,-80,-82,-63,27
Milano,2020-04-19,-95,-77,-85,-88,-63,23
Milano,2020-04-20,-86,-53,-82,-85,-72,35
Milano,2020-04-21,-85,-50,-77,-84,-71,35
Milano,2020-04-22,-84,-45,-72,-83,-70,35
Milano,2020-04-23,-84,-44,-73,-83,-70,36
Milano,2020-04-24,-84,-40,-72,-82,-70,36
Milano,2020-04-25,-92,-67,-78,-85,-71,28
Milano,2020-04-26,-94,-73,-81,-86,-60,23
Milano,2020-04-27,-81,-43,-72,-82,-69,33
Milano,2020-04-28,-83,-46,-71,-82,-69,34
Milano,2020-04-29,-82,-40,-67,-81,-68,34
Milano,2020-04-30,-81,-35,-75,-82,-68,34
Milano,2020-05-01,-94,-82,-76,-90,-91,46
Milano,2020-05-02,-84,-46,-69,-78,-57,25
Milano,2020-05-03,-92,-63,-73,-83,-52,22
Milano,2020-05-04,-68,-29,-9,-70,-58,25
Milano,2020-05-05,-69,-29,-7,-70,-58,26
Milano,2020-05-06,-70,-29,-10,-70,-57,27
Milano,2020-05-07,-69,-29,-2,-70,-57,27
Milano,2020-05-08,-69,-29,-6,-70,-56,28
Milano,2020-05-09,-70,-36,10,-61,-41,17
Milano,2020-05-10,-79,-51,-15,-68,-31,14
Milano,2020-05-11,-73,-44,-69,-75,-56,27
Milano,2020-05-12,-67,-29,-17,-68,-55,25
Milano,2020-05-13,-72,-36,-58,-72,-55,27
Milano,2020-05-14,-65,-26,-10,-68,-54,25
Milano,2020-05-15,-68,-29,-32,-69,-54,28
Milano,2020-05-16,-67,-34,-9,-60,-36,17
Milano,2020-05-17,-73,-46,12,-64,-23,13
Milano,2020-05-18,-47,-22,15,-61,-49,20
Milano,2020-05-19,-53,-26,-27,-64,-50,22
Milano,2020-05-20,-47,-19,32,-59,-48,21
Milano,2020-05-21,-47,-19,22,-60,-48,21
Milano,2020-05-22,-47,-17,23,-59,-47,21
Milano,2020-05-23,-49,-25,12,-49,-24,11
Milano,2020-05-24,-51,-32,38,-52,-9,7
Milano,2020-05-25,-42,-19,25,-59,-48,19
