city,date,retail,grocery,parks,transit,work,home
Lodi,2020-05-01,-92,-84,-79,-93,-88,45
Lodi,2020-05-02,-77,-45,-64,-83,-54,23
Lodi,2020-05-03,-90,-79,-72,-84,-45,20
Lodi,2020-05-04,-52,-28,-8,-72,-46,19
Lodi,2020-05-05,-56,-30,-17,-72,-46,21
Lodi,2020-05-06,-58,-30,-13,-71,-45,21
Lodi,2020-05-07,-55,-28,-10,-70,-45,21
Lodi,2020-05-08,-57,-30,-14,-72,-45,22
Lodi,2020-05-09,-61,-36,-2,-66,-41,16
Lodi,2020-05-10,-73,-67,-18,-68,-28,14
Lodi,2020-05-11,-57,-35,-48,-73,-44,21
Lodi,2020-05-12,-55,-30,-16,-72,-43,20
Lodi,2020-05-13,-57,-32,-34,-70,-43,21
Lodi,2020-05-14,-54,-27,-14,-67,-44,20
Lodi,2020-05-15,-58,-30,-32,-70,-43,22
Lodi,2020-05-16,-59,-35,-11,-65,-35,16
Lodi,2020-05-17,-67,-63,-1,-65,-21,13
Lodi,2020-05-18,-31,-21,17,-63,-38,15
Lodi,2020-05-19,-36,-22,-10,-65,-39,17
Lodi,2020-05-20,-34,-18,15,-63,-37,16
Lodi,2020-05-21,-34,-16,11,-64,-38,16
Lodi,2020-05-22,-35,-19,16,-62,-37,16
Lodi,2020-05-23,-37,-24,23,-57,-25,10
Lodi,2020-05-24,-43,-49,28,-53,-10,8
Lodi,2020-05-25,-29,-19,28,-62,-37,14
Lodi,2020-05-26,-28,-16,27,-62,-35,14
Lodi,2020-05-27,-29,-16,29,-60,-34,14
Lodi,2020-05-28,-30,-15,13,-62,-35,15
Lodi,2020-05-29,-29,-16,30,-60,-36,15
Lodi,2020-05-30,-30,-21,49,-52,-20,8
Lodi,2020-05-31,-36,-47,34,-53,0,6
Lodi,2020-06-01,-9,1,60,-64,-51,15
Lodi,2020-06-02,-31,-36,77,-77,-77,24
Lodi,2020-06-03,-27,-13,15,-54,-34,13
Lodi,2020-06-04,-32,-13,-36,-59,-36,15
Lodi,2020-06-05,-22,-11,32,-52,-34,12
Lodi,2020-06-06,-25,-18,51,-40,-19,6
Lodi,2020-06-07,-33,-39,-25,-41,-6,7
Lodi,2020-06-08,-22,-17,-6,-56,-33,12
Lodi,2020-06-09,-20,-13,23,-55,-31,11
Lodi,2020-06-10,-24,-19,-8,-54,-32,12
Lodi,2020-06-11,-16,-12,8,-57,-32,11
Lodi,2020-06-12,-18,-15,48,-54,-32,10
Lodi,2020-06-13,-24,-24,27,-44,-18,5
Lodi,2020-06-14,-22,-38,40,-35,6,2
Lodi,2020-06-15,-15,-18,33,-53,-31,9
Lodi,2020-06-16,-13,-13,44,-56,-29,10
Lodi,2020-06-17,-17,-17,22,-55,-30,11
Lodi,2020-06-18,-15,-15,24,-55,-30,10
Lodi,2020-06-19,-16,-17,29,-55,-31,9
Lodi,2020-06-20,-19,-22,57,-37,-13,2
Lodi,2020-06-21,-23,-42,24,-26,6,-1
Lodi,2020-06-22,-13,-17,23,-51,-32,8
Lodi,2020-06-23,-11,-15,33,-54,-31,8
Lodi,2020-06-24,-12,-15,36,-54,-29,8
Lodi,2020-06-25,-12,-15,21,-54,-29,8
Lodi,2020-06-26,-14,-18,34,-61,-31,7
Lodi,2020-06-27,-19,-24,37,-50,-16,1
Lodi,2020-06-28,-22,-40,18,-54,8,-2
Lodi,2020-06-29,-8,-16,21,-62,-29,7
Lodi,2020-06-30,-9,-17,33,-62,-28,7
Lodi,2020-07-01,-9,-18,29,-61,-28,7
Lodi,2020-07-02,-11,-19,-6,-60,-29,8
Lodi,2020-07-03,-16,-21,1,-57,-30,8
Lodi,2020-07-04,-17,-26,29,-50,-17,0
Lodi,2020-07-05,-21,-42,6,-52,5,-2
Lodi,2020-07-06,-11,-19,16,-61,-31,6
Lodi,2020-07-07,-7,-17,18,-59,-29,6
Lodi,2020-07-08,-11,-22,20,-61,-27,6
Lodi,2020-07-09,-11,-20,9,-60,-29,6
Lodi,2020-07-10,-13,-21,20,-59,-30,6
Lodi,2020-07-11,-20,-27,12,-46,-16,1
Lodi,2020-07-12,-20,-42,-1,-50,6,-3
Lodi,2020-07-13,-8,-21,1,-60,-30,5
Lodi,2020-07-14,-7,-19,16,-59,-29,6
Lodi,2020-07-15,-4,-23,16,-58,-27,5
Lodi,2020-07-16,-4,-21,10,-59,-28,6
Lodi,2020-07-17,-9,-22,-6,-59,-30,5
Lodi,2020-07-18,-16,-30,14,-50,-14,-1
Lodi,2020-07-19,-18,-43,-2,-50,6,-3
Lodi,2020-07-20,-7,-22,4,-60,-29,5
Lodi,2020-07-21,-7,-21,-2,-61,-27,5
Lodi,2020-07-22,-10,-24,-2,-61,-27,5
Lodi,2020-07-23,-6,-23,-3,-60,-28,5
Lodi,2020-07-24,-13,-27,-26,-60,-31,7
Lodi,2020-07-25,-15,-30,13,-44,-15,-2
Lodi,2020-07-26,-15,-44,-6,-51,7,-3
Lodi,2020-07-27,-7,-22,-2,-61,-31,5
Lodi,2020-07-28,-7,-22,-11,-59,-29,5
Lodi,2020-07-29,-10,-24,-6,-61,-29,5
Lodi,2020-07-30,-8,-23,-10,-61,-30,6
Lodi,2020-07-31,-10,-25,-21,-54,-31,5
Lodi,2020-08-01,-19,-31,-18,-39,-20,-1
Lodi,2020-08-02,-20,-41,-29,-41,4,-1
Monza,2020-02-15,-1,-3,41,0,-1,-1
Monza,2020-02-16,-4,-3,18,11,-1,-1
Monza,2020-02-17,-5,-1,-21,4,0,0
Monza,2020-02-18,2,0,27,4,1,0
Monza,2020-02-19,1,0,40,4,1,-1
Monza,2020-02-20,1,1,16,4,0,-1
Monza,2020-02-21,-1,-3,24,2,0,0
Monza,2020-02-22,-7,0,58,-1,0,0
Monza,2020-02-23,-23,15,29,-19,-2,2
Monza,2020-02-24,-18,26,38,-41,-21,9
Monza,2020-02-25,-19,4,12,-46,-22,11
Monza,2020-02-26,-20,-8,26,-47,-22,11
Monza,2020-02-27,-15,-3,24,-44,-22,10
Monza,2020-02-28,-13,-3,68,-40,-23,10
Monza,2020-02-29,-25,-9,-5,-30,-20,8
Monza,2020-03-01,-32,-15,-31,-32,-13,6
Monza,2020-03-02,-23,-13,-62,-47,-19,10
Monza,2020-03-03,-7,3,30,-37,-18,8
Monza,2020-03-04,-9,2,113,-39,-18,8
Monza,2020-03-05,-17,1,-22,-42,-19,10
Monza,2020-03-06,-15,-1,21,-42,-21,10
Monza,2020-03-07,-23,-6,115,-27,-18,6
Monza,2020-03-08,-50,-16,49,-35,-18,8
Monza,2020-03-09,-37,-8,-35,-58,-30,16
Monza,2020-03-10,-47,-8,-27,-64,-36,20
Monza,2020-03-11,-54,-15,-33,-69,-42,23
Monza,2020-03-12,-72,-26,-72,-77,-52,28
Monza,2020-03-13,-76,-32,-66,-78,-58,32
Monza,2020-03-14,-87,-52,-83,-79,-64,27
Monza,2020-03-15,-91,-67,-85,-81,-58,22
Monza,2020-03-16,-76,-37,-74,-81,-63,31
Monza,2020-03-17,-78,-40,-73,-83,-65,33
Monza,2020-03-18,-80,-44,-72,-85,-66,34
Monza,2020-03-19,-81,-43,-80,-84,-68,35
Monza,2020-03-20,-82,-44,-80,-84,-68,36
Monza,2020-03-21,-89,-62,-88,-83,-69,27
Monza,2020-03-22,-96,-82,-94,-86,-65,24
Monza,2020-03-23,-84,-50,-88,-88,-76,37
Monza,2020-03-24,-84,-50,-83,-87,-76,38
Monza,2020-03-25,-86,-52,-84,-88,-77,39
Monza,2020-03-26,-86,-51,-87,-89,-79,40
Monza,2020-03-27,-86,-51,-84,-88,-78,41
Monza,2020-03-28,-91,-65,-88,-84,-72,29
Monza,2020-03-29,-96,-84,-93,-86,-65,24
Monza,2020-03-30,-85,-51,-87,-88,-77,37
Monza,2020-03-31,-92,-50,-84,-87,-77,38
Monza,2020-04-01,-92,-46,-80,-86,-76,39
Monza,2020-04-02,-92,-45,-82,-86,-77,39
Monza,2020-04-03,-87,-48,-82,-86,-76,40
Monza,2020-04-04,-91,-63,-88,-82,-70,28
Monza,2020-04-05,-96,-83,-93,-86,-64,24
Monza,2020-04-06,-85,-44,-84,-86,-73,36
Monza,2020-04-07,-84,-43,-82,-86,-74,37
Monza,2020-04-08,-84,-41,-80,-86,-73,37
Monza,2020-04-09,-83,-36,-82,-85,-73,37
Monza,2020-04-10,-83,-38,-80,-85,-74,39
Monza,2020-04-11,-89,-58,-86,-81,-69,28
Monza,2020-04-12,-97,-97,-92,-87,-70,24
Monza,2020-04-13,-96,-86,-89,-93,-93,45
Monza,2020-04-14,-83,-45,-81,-84,-70,35
Monza,2020-04-15,-83,-43,-78,-84,-69,35
Monza,2020-04-16,-81,-41,-80,-84,-69,36
Monza,2020-04-17,-82,-44,-78,-84,-68,37
Monza,2020-04-18,-88,-58,-84,-79,-65,27
Monza,2020-04-19,-95,-82,-91,-83,-60,23
Monza,2020-04-20,-81,-51,-86,-85,-67,34
Monza,2020-04-21,-81,-46,-82,-85,-67,34
Monza,2020-04-22,-81,-43,-73,-83,-65,34
Monza,2020-04-23,-80,-41,-80,-83,-66,34
Monza,2020-04-24,-81,-39,-77,-81,-66,35
Monza,2020-04-25,-92,-70,-85,-83,-72,29
Monza,2020-04-26,-94,-77,-89,-81,-57,23
Monza,2020-04-27,-76,-39,-78,-82,-63,31
Monza,2020-04-28,-78,-42,-77,-82,-63,33
Monza,2020-04-29,-78,-38,-70,-82,-62,32
Monza,2020-04-30,-76,-29,-79,-82,-62,32
Monza,2020-05-01,-93,-85,-82,-91,-90,47
Monza,2020-05-02,-82,-48,-79,-74,-59,25
Monza,2020-05-03,-92,-70,-85,-77,-49,22
Monza,2020-05-04,-60,-26,-48,-66,-49,22
Monza,2020-05-05,-60,-26,-42,-67,-49,23
Monza,2020-05-06,-62,-28,-34,-69,-48,24
Monza,2020-05-07,-60,-27,-43,-67,-49,24
Monza,2020-05-08,-61,-29,-36,-66,-48,25
Monza,2020-05-09,-65,-38,-33,-50,-42,17
Monza,2020-05-10,-73,-57,-53,-52,-25,14
Monza,2020-05-11,-64,-42,-72,-73,-48,24
Monza,2020-05-12,-56,-27,-32,-66,-45,23
Monza,2020-05-13,-63,-36,-57,-71,-46,25
Monza,2020-05-14,-56,-24,-17,-66,-45,22
Monza,2020-05-15,-60,-30,-42,-68,-46,25
Monza,2020-05-16,-62,-37,-34,-51,-36,17
Monza,2020-05-17,-67,-51,-28,-44,-17,13
Monza,2020-05-18,-35,-22,-17,-58,-40,18
Monza,2020-05-19,-39,-23,-26,-61,-41,19
Monza,2020-05-20,-35,-18,55,-56,-39,18
Monza,2020-05-21,-35,-17,21,-56,-40,18
Monza,2020-05-22,-36,-18,34,-55,-40,18
Monza,2020-05-23,-41,-27,19,-38,-26,11
Monza,2020-05-24,-41,-37,44,-28,-3,6
Monza,2020-05-25,-30,-19,20,-57,-39,16
Monza,2020-05-26,-29,-17,42,-54,-37,16
Monza,2020-05-27,-29,-17,70,-55,-37,16
Monza,2020-05-28,-30,-14,31,-53,-37,16
Monza,2020-05-29,-30,-15,41,-52,-38,16
Monza,2020-05-30,-33,-22,57,-29,-20,8
Monza,2020-05-31,-35,-31,43,-28,4,5
Monza,2020-06-01,-11,5,78,-52,-55,15
Monza,2020-06-02,-34,-35,188,-63,-79,23
Monza,2020-06-03,-33,-18,9,-52,-35,15
Monza,2020-06-04,-38,-20,-62,-60,-38,18
Monza,2020-06-05,-21,-11,62,-47,-35,13
Monza,2020-06-06,-27,-21,66,-28,-18,6
Monza,2020-06-07,-45,-35,-74,-54,-5,10
Monza,2020-06-08,-26,-18,-33,-54,-35,14
Monza,2020-06-09,-18,-12,17,-52,-34,13
Monza,2020-06-10,-22,-14,6,-52,-34,14
Monza,2020-06-11,-20,-11,-11,-51,-34,13
Monza,2020-06-12,-18,-14,64,-47,-34,12
Monza,2020-06-13,-27,-24,55,-30,-16,5
Monza,2020-06-14,-25,-25,47,-21,9,2
Monza,2020-06-15,-20,-18,19,-50,-33,11
Monza,2020-06-16,-14,-11,30,-48,-32,11
Monza,2020-06-17,-16,-11,38,-50,-32,12
Monza,2020-06-18,-17,-15,31,-48,-32,11
Monza,2020-06-19,-17,-15,58,-45,-33,10
Monza,2020-06-20,-23,-21,88,-24,-13,1
Monza,2020-06-21,-30,-31,60,-13,10,-3
Monza,2020-06-22,-16,-15,48,-45,-33,9
Monza,2020-06-23,-12,-12,86,-46,-32,9
Monza,2020-06-24,-12,-11,95,-46,-31,9
Monza,2020-06-25,-14,-10,44,-46,-30,9
Monza,2020-06-26,-16,-14,70,-43,-32,8
Monza,2020-06-27,-26,-24,50,-26,-16,1
Monza,2020-06-28,-31,-30,36,-16,13,-3
Monza,2020-06-29,-14,-12,39,-47,-31,8
Monza,2020-06-30,-9,-10,64,-47,-30,8
Monza,2020-07-01,-10,-7,63,-48,-29,8
Monza,2020-07-02,-12,-9,36,-48,-30,8
Monza,2020-07-03,-21,-19,7,-49,-32,10
Monza,2020-07-04,-23,-20,55,-27,-14,-1
Monza,2020-07-05,-31,-27,29,-18,8,-4
Monza,2020-07-06,-15,-12,29,-46,-32,7
Monza,2020-07-07,-9,-10,69,-47,-31,7
Monza,2020-07-08,-10,-11,96,-46,-29,6
Monza,2020-07-09,-12,-11,56,-44,-29,6
Monza,2020-07-10,-16,-17,62,-44,-31,6
Monza,2020-07-11,-26,-23,23,-30,-15,1
Monza,2020-07-12,-29,-26,29,-6,12,-4
Monza,2020-07-13,-13,-13,24,-47,-31,6
Monza,2020-07-14,-9,-12,65,-45,-30,6
Monza,2020-07-15,-10,-11,69,-47,-28,6
Monza,2020-07-16,-10,-13,51,-46,-29,6
Monza,2020-07-17,-15,-18,50,-46,-31,6
Monza,2020-07-18,-25,-24,48,-29,-13,-2
Monza,2020-07-19,-31,-28,28,-18,14,-5
Monza,2020-07-20,-15,-15,31,-47,-30,5
Monza,2020-07-21,-11,-14,57,-49,-29,6
Monza,2020-07-22,-13,-14,66,-47,-28,6
Monza,2020-07-23,-12,-12,43,-43,-29,5
Monza,2020-07-24,-20,-20,-2,-46,-32,7
Monza,2020-07-25,-25,-24,44,-30,-12,-2
Monza,2020-07-26,-28,-24,19,-27,14,-5
Monza,2020-07-27,-14,-13,28,-47,-32,5
Monza,2020-07-28,-11,-13,48,-48,-30,5
Monza,2020-07-29,-12,-13,68,-49,-30,5
Monza,2020-07-30,-13,-13,27,-46,-32,5
Monza,2020-07-31,-16,-18,31,-46,-33,5
Monza,2020-08-01,-30,-26,6,-37,-19,-2
Monza,2020-08-02,-30,-21,-14,-30,7,-2
Pavia,2020-02-15,3,-4,24,-1,0,-1
Pavia,2020-02-16,2,-1,14,-7,0,-1
Pavia,2020-02-17,0,-3,-19,-8,-1,1
Pavia,2020-02-18,5,-1,30,-3,0,0
Pavia,2020-02-19,2,-2,19,-5,1,0
Pavia,2020-02-20,4,0,19,-4,0,-1
Pavia,2020-02-21,3,-1,25,-3,-1,0
Pavia,2020-02-22,-6,1,8,-4,-1,1
Pavia,2020-02-23,-19,6,-11,-22,-3,3
Pavia,2020-02-24,-12,17,8,-42,-23,9
Pavia,2020-02-25,-21,-6,0,-46,-23,10
Pavia,2020-02-26,-22,-14,-14,-49,-21,11
Pavia,2020-02-27,-16,-9,3,-45,-21,10
Pavia,2020-02-28,-14,-10,23,-43,-21,10
Pavia,2020-02-29,-21,-12,-26,-31,-12,7
Pavia,2020-03-01,-28,-21,-30,-42,-10,6
Pavia,2020-03-02,-21,-17,-50,-49,-18,10
Pavia,2020-03-03,-9,-6,21,-40,-17,8
Pavia,2020-03-04,-10,-7,31,-40,-17,8
Pavia,2020-03-05,-18,-9,-39,-47,-19,10
Pavia,2020-03-06,-16,-6,7,-43,-19,10
Pavia,2020-03-07,-20,-9,24,-25,-12,6
Pavia,2020-03-08,-41,-18,3,-38,-16,8
Pavia,2020-03-09,-34,-14,-40,-57,-27,15
Pavia,2020-03-10,-41,-14,-28,-60,-32,17
Pavia,2020-03-11,-47,-18,-32,-63,-37,19
Pavia,2020-03-12,-67,-25,-64,-71,-46,24
Pavia,2020-03-13,-72,-29,-59,-74,-52,28
Pavia,2020-03-14,-82,-47,-81,-75,-55,24
Pavia,2020-03-15,-87,-66,-77,-76,-50,20
Pavia,2020-03-16,-70,-37,-67,-77,-55,27
Pavia,2020-03-17,-73,-40,-64,-78,-58,28
Pavia,2020-03-18,-75,-43,-71,-79,-58,29
Pavia,2020-03-19,-75,-41,-75,-80,-60,30
Pavia,2020-03-20,-76,-40,-77,-80,-61,32
Pavia,2020-03-21,-85,-57,-86,-76,-59,25
Pavia,2020-03-22,-94,-82,-92,-85,-59,22
Pavia,2020-03-23,-77,-48,-83,-85,-67,32
Pavia,2020-03-24,-78,-49,-79,-83,-67,32
Pavia,2020-03-25,-80,-51,-82,-85,-68,33
Pavia,2020-03-26,-80,-50,-83,-85,-70,35
Pavia,2020-03-27,-81,-49,-81,-85,-69,36
Pavia,2020-03-28,-86,-61,-87,-79,-61,26
Pavia,2020-03-29,-93,-84,-91,-84,-57,22
Pavia,2020-03-30,-78,-50,-81,-84,-67,32
Pavia,2020-03-31,-90,-47,-79,-82,-68,33
Pavia,2020-04-01,-89,-44,-78,-82,-67,33
Pavia,2020-04-02,-89,-43,-78,-82,-67,33
Pavia,2020-04-03,-84,-44,-77,-82,-67,35
Pavia,2020-04-04,-89,-58,-86,-77,-59,26
Pavia,2020-04-05,-94,-82,-90,-85,-58,22
Pavia,2020-04-06,-81,-44,-77,-82,-64,31
Pavia,2020-04-07,-80,-43,-75,-81,-65,31
Pavia,2020-04-08,-81,-42,-77,-82,-64,31
Pavia,2020-04-09,-80,-37,-76,-81,-64,32
Pavia,2020-04-10,-80,-35,-76,-80,-66,34
Pavia,2020-04-11,-87,-52,-86,-76,-58,25
Pavia,2020-04-12,-96,-95,-92,-85,-62,23
Pavia,2020-04-13,-94,-88,-87,-92,-89,41
Pavia,2020-04-14,-79,-43,-76,-80,-61,30
Pavia,2020-04-15,-79,-42,-76,-80,-60,30
Pavia,2020-04-16,-77,-40,-76,-79,-60,31
Pavia,2020-04-17,-78,-41,-75,-79,-60,32
Pavia,2020-04-18,-85,-54,-86,-75,-54,25
Pavia,2020-04-19,-93,-81,-91,-83,-53,21
Pavia,2020-04-20,-77,-49,-82,-81,-58,29
Pavia,2020-04-21,-77,-46,-77,-81,-59,30
Pavia,2020-04-22,-77,-43,-75,-80,-57,29
Pavia,2020-04-23,-76,-41,-74,-78,-57,29
Pavia,2020-04-24,-76,-37,-72,-78,-57,31
Pavia,2020-04-25,-90,-70,-89,-81,-65,27
Pavia,2020-04-26,-91,-76,-89,-81,-50,21
Pavia,2020-04-27,-71,-39,-71,-77,-55,27
Pavia,2020-04-28,-75,-41,-74,-79,-56,28
Pavia,2020-04-29,-74,-39,-73,-77,-54,28
Pavia,2020-04-30,-71,-27,-73,-77,-55,27
Pavia,2020-05-01,-91,-82,-83,-89,-86,44
Pavia,2020-05-02,-80,-46,-81,-72,-50,23
Pavia,2020-05-03,-89,-72,-85,-78,-43,20
Pavia,2020-05-04,-57,-30,-37,-64,-44,19
Pavia,2020-05-05,-59,-30,-38,-65,-44,20
Pavia,2020-05-06,-60,-31,-44,-65,-43,21
Pavia,2020-05-07,-59,-29,-39,-63,-44,21
Pavia,2020-05-08,-61,-30,-39,-63,-44,23
Pavia,2020-05-09,-65,-37,-50,-50,-36,16
Pavia,2020-05-10,-74,-57,-57,-55,-28,13
Pavia,2020-05-11,-60,-38,-65,-69,-42,21
Pavia,2020-05-12,-57,-30,-40,-63,-41,20
Pavia,2020-05-13,-60,-33,-60,-67,-41,21
Pavia,2020-05-14,-56,-28,-42,-63,-40,20
Pavia,2020-05-15,-58,-28,-41,-63,-41,22
Pavia,2020-05-16,-62,-35,-51,-50,-30,16
Pavia,2020-05-17,-67,-53,-40,-53,-20,13
Pavia,2020-05-18,-34,-22,-6,-54,-34,15
Pavia,2020-05-19,-40,-23,-31,-59,-36,17
Pavia,2020-05-20,-37,-21,-1,-55,-34,15
Pavia,2020-05-21,-37,-18,-5,-55,-35,16
Pavia,2020-05-22,-37,-17,-3,-53,-35,17
Pavia,2020-05-23,-41,-23,-3,-33,-18,10
Pavia,2020-05-24,-42,-34,2,-32,-7,7
Pavia,2020-05-25,-31,-21,-5,-55,-34,14
Pavia,2020-05-26,-32,-20,-1,-52,-32,14
Pavia,2020-05-27,-32,-17,7,-51,-32,14
Pavia,2020-05-28,-32,-15,-5,-52,-32,14
Pavia,2020-05-29,-32,-16,8,-50,-32,15
Pavia,2020-05-30,-32,-18,27,-25,-13,8
Pavia,2020-05-31,-34,-28,22,-28,-1,6
Pavia,2020-06-01,-11,2,45,-45,-45,14
Pavia,2020-06-02,-31,-36,102,-60,-73,23
Pavia,2020-06-03,-29,-14,-3,-47,-30,12
Pavia,2020-06-04,-33,-14,-46,-55,-32,15
Pavia,2020-06-05,-24,-13,19,-46,-30,11
Pavia,2020-06-06,-25,-18,26,-24,-12,5
Pavia,2020-06-07,-34,-26,-35,-40,-5,6
Pavia,2020-06-08,-26,-21,-30,-53,-30,13
Pavia,2020-06-09,-22,-16,4,-49,-29,11
Pavia,2020-06-10,-23,-16,-6,-49,-28,12
Pavia,2020-06-11,-21,-10,-9,-49,-29,11
Pavia,2020-06-12,-20,-13,18,-45,-29,10
Pavia,2020-06-13,-27,-20,-5,-30,-11,6
Pavia,2020-06-14,-21,-23,24,-24,4,2
Pavia,2020-06-15,-16,-17,4,-45,-28,9
Pavia,2020-06-16,-17,-14,16,-45,-27,9
Pavia,2020-06-17,-19,-14,-4,-48,-26,10
Pavia,2020-06-18,-16,-14,12,-46,-27,9
Pavia,2020-06-19,-16,-13,33,-42,-27,8
Pavia,2020-06-20,-19,-20,41,-18,-7,2
Pavia,2020-06-21,-21,-27,20,-19,5,-1
Pavia,2020-06-22,-14,-17,5,-44,-29,8
Pavia,2020-06-23,-14,-15,23,-44,-28,8
Pavia,2020-06-24,-14,-14,24,-42,-25,8
Pavia,2020-06-25,-14,-11,12,-44,-26,8
Pavia,2020-06-26,-16,-14,27,-40,-27,7
Pavia,2020-06-27,-19,-19,29,-16,-9,1
Pavia,2020-06-28,-21,-25,3,-21,9,-2
Pavia,2020-06-29,-12,-16,7,-44,-26,7
Pavia,2020-06-30,-11,-14,23,-43,-25,7
Pavia,2020-07-01,-11,-9,15,-43,-24,6
Pavia,2020-07-02,-13,-12,3,-43,-26,7
Pavia,2020-07-03,-20,-14,-12,-43,-27,8
Pavia,2020-07-04,-16,-19,27,-19,-8,0
Pavia,2020-07-05,-21,-25,1,-19,5,-2
Pavia,2020-07-06,-13,-15,1,-44,-27,6
Pavia,2020-07-07,-10,-12,25,-42,-26,6
Pavia,2020-07-08,-12,-14,19,-42,-24,6
Pavia,2020-07-09,-15,-13,7,-44,-25,6
Pavia,2020-07-10,-15,-15,14,-40,-27,6
Pavia,2020-07-11,-19,-19,21,-23,-8,0
Pavia,2020-07-12,-21,-23,5,-20,6,-3
Pavia,2020-07-13,-13,-15,5,-43,-27,6
Pavia,2020-07-14,-11,-15,28,-42,-26,6
Pavia,2020-07-15,-10,-13,16,-43,-24,6
Pavia,2020-07-16,-10,-14,5,-43,-25,5
Pavia,2020-07-17,-13,-14,21,-42,-26,6
Pavia,2020-07-18,-17,-21,25,-20,-9,-1
Pavia,2020-07-19,-21,-25,3,-22,6,-4
Pavia,2020-07-20,-12,-17,4,-45,-26,5
Pavia,2020-07-21,-12,-16,19,-43,-25,5
Pavia,2020-07-22,-14,-17,8,-45,-25,6
Pavia,2020-07-23,-11,-13,3,-44,-26,5
Pavia,2020-07-24,-16,-16,-1,-42,-27,6
Pavia,2020-07-25,-17,-21,28,-19,-8,-1
Pavia,2020-07-26,-20,-22,2,-20,7,-3
Pavia,2020-07-27,-11,-15,4,-44,-28,5
Pavia,2020-07-28,-12,-15,17,-43,-27,5
Pavia,2020-07-29,-12,-16,12,-42,-27,5
Pavia,2020-07-30,-12,-16,-3,-44,-28,5
Pavia,2020-07-31,-13,-17,6,-44,-29,5
Pavia,2020-08-01,-21,-25,-12,-27,-13,-1
Pavia,2020-08-02,-23,-23,-23,-28,2,-2
Varese,2020-02-15,1,2,24,4,0,0
Varese,2020-02-16,-4,2,-9,-1,0,-1
Varese,2020-02-17,-3,3,-13,5,0,0
Varese,2020-02-18,3,2,35,8,1,0
Varese,2020-02-19,1,4,18,8,1,0
Varese,2020-02-20,1,3,5,7,1,0
Varese,2020-02-21,1,4,25,6,0,0
Varese,2020-02-22,-2,6,36,4,0,0
Varese,2020-02-23,-12,25,19,-6,0,2
Varese,2020-02-24,-12,27,52,-23,-18,7
Varese,2020-02-25,-15,4,4,-28,-18,9
Varese,2020-02-26,-18,-4,-2,-31,-19,9
Varese,2020-02-27,-14,-5,1,-36,-19,9
Varese,2020-02-28,-11,-1,63,-38,-21,8
Varese,2020-02-29,-21,-4,-27,-34,-19,8
Varese,2020-03-01,-22,-8,-14,-37,-11,5
Varese,2020-03-02,-24,-13,-55,-44,-17,10
Varese,2020-03-03,-6,1,43,-37,-16,7
Varese,2020-03-04,-8,1,72,-38,-15,7
Varese,2020-03-05,-16,-2,-35,-44,-17,9
Varese,2020-03-06,-14,3,26,-46,-17,9
Varese,2020-03-07,-18,1,82,-39,-17,6
Varese,2020-03-08,-43,-4,23,-51,-15,8
Varese,2020-03-09,-36,-6,-24,-62,-26,14
Varese,2020-03-10,-47,-9,-25,-65,-32,17
Varese,2020-03-11,-55,-15,-17,-71,-37,20
Varese,2020-03-12,-75,-29,-63,-77,-47,26
Varese,2020-03-13,-78,-28,-55,-81,-53,29
Varese,2020-03-14,-87,-50,-81,-84,-61,26
Varese,2020-03-15,-92,-66,-84,-88,-57,22
Varese,2020-03-16,-78,-38,-61,-84,-59,29
Varese,2020-03-17,-80,-40,-57,-83,-61,30
Varese,2020-03-18,-81,-43,-66,-84,-62,31
Varese,2020-03-19,-81,-44,-71,-86,-65,32
Varese,2020-03-20,-82,-40,-78,-87,-66,34
Varese,2020-03-21,-89,-59,-88,-89,-66,27
Varese,2020-03-22,-95,-86,-96,-93,-65,24
Varese,2020-03-23,-83,-49,-86,-89,-71,34
Varese,2020-03-24,-84,-51,-83,-87,-72,35
Varese,2020-03-25,-86,-52,-86,-88,-73,35
Varese,2020-03-26,-86,-52,-88,-89,-75,37
Varese,2020-03-27,-86,-49,-85,-89,-75,38
Varese,2020-03-28,-90,-63,-89,-90,-70,28
Varese,2020-03-29,-95,-84,-94,-93,-64,24
Varese,2020-03-30,-85,-53,-88,-90,-73,35
Varese,2020-03-31,-92,-50,-85,-87,-74,35
Varese,2020-04-01,-92,-48,-84,-88,-73,35
Varese,2020-04-02,-92,-48,-83,-88,-73,36
Varese,2020-04-03,-88,-46,-83,-89,-73,37
Varese,2020-04-04,-92,-61,-89,-90,-68,28
Varese,2020-04-05,-96,-82,-94,-93,-63,23
Varese,2020-04-06,-86,-47,-83,-89,-70,33
Varese,2020-04-07,-85,-45,-81,-87,-70,34
Varese,2020-04-08,-85,-42,-82,-87,-69,33
Varese,2020-04-09,-84,-39,-83,-88,-69,34
Varese,2020-04-10,-84,-35,-82,-88,-71,36
Varese,2020-04-11,-90,-55,-89,-89,-67,27
Varese,2020-04-12,-97,-97,-95,-94,-68,24
Varese,2020-04-13,-96,-86,-90,-95,-92,42
Varese,2020-04-14,-84,-48,-81,-86,-67,32
Varese,2020-04-15,-83,-45,-80,-86,-65,32
Varese,2020-04-16,-82,-44,-81,-87,-65,33
Varese,2020-04-17,-83,-42,-81,-87,-65,34
Varese,2020-04-18,-89,-56,-88,-88,-63,27
Varese,2020-04-19,-95,-80,-94,-92,-60,23
Varese,2020-04-20,-82,-51,-86,-89,-63,31
