date,daily_cases,med_temp,med_hum,pm25,pm10,o3,no2,retail,grocery,parks,transit,work,home,rt1,rt2
2020-03-20,94,12,72.0473689358397,NaN,39,40,23,-76,-40,-77,-80,-61,32,0.809776449361668,1.01520679511696
2020-03-21,89,13.5,63.971242098313,89,25,44,19,-85,-57,-86,-76,-59,25,0.801266181135407,1.00506784885218
2020-03-22,112,11,59.4385281648236,80,23,33,9,-94,-82,-92,-85,-59,22,0.79502107384777,0.998734228797075
2020-03-23,138,6,45.8895676230268,70,42,32,13,-77,-48,-83,-85,-67,32,0.789074285874434,0.992889529384379
2020-03-24,55,7.35,39.4228766509506,78,23,36,19,-78,-49,-79,-83,-67,32,0.783750979283952,0.990756007734899
2020-03-25,79,5.5,51.4569487624117,65,19,32,10,-80,-51,-82,-85,-68,33,0.779434591661999,0.987455431885035
2020-03-26,107,6,56.2758743147238,59,16,26,12,-80,-50,-83,-85,-70,35,0.77642725206489,0.981710707201615
2020-03-27,27,10.25,55.6458886496772,59,38,29,15,-81,-49,-81,-85,-69,36,0.775625983835945,0.975680081220224
2020-03-28,165,11.5,66.8585580262715,65,63,38,13,-86,-61,-87,-79,-61,26,0.772668502422397,0.972861145337445
2020-03-29,97,14.25,55.9915258614997,85,61,43,19,-93,-84,-91,-84,-57,22,0.769705769603995,0.974010908393156
2020-03-30,62,11.9,67.1314519674673,70,40,37,13,-78,-50,-81,-84,-67,32,0.768826145559577,0.971531639969251
2020-03-31,97,5.35,70.4017892622365,65,7,32,9,-90,-47,-79,-82,-68,33,0.768964412484528,0.95946601164108
2020-04-01,47,6.75,52.2357269379616,13,25,39,17,-89,-44,-78,-82,-67,33,0.768408365133139,0.946985914249224
2020-04-02,105,8.5,53.6228728886721,65,30,43,22,-89,-43,-78,-82,-67,33,0.768592256552428,0.930868388513516
2020-04-03,46,9.75,56.0100475752334,87,33,45,19,-84,-44,-77,-82,-67,35,0.769226836629863,0.921844050123732
2020-04-04,168,11.25,55.4313271277917,85,37,51,22,-89,-58,-86,-77,-59,26,0.769253663737138,0.917124904230071
2020-04-05,120,12.25,50.1071315662364,95,32,47,13,-94,-82,-90,-85,-58,22,0.770222454825504,0.922975471219972
2020-04-06,81,14,49.5326832343051,85,32,53,23,-81,-44,-77,-82,-64,31,0.769153010748537,0.929357651677345
2020-04-07,35,15.5,38.0572364181155,89,31,59,18,-80,-43,-75,-81,-65,31,0.770830242001237,0.935226669165415
2020-04-08,88,15.25,44.6460773401675,85,30,50,26,-81,-42,-77,-82,-64,31,0.772156025316488,0.946931078522651
2020-04-09,66,15.25,44.9209200464315,76,30,54,22,-80,-37,-76,-81,-64,32,0.773070477495549,0.947793325562913
2020-04-10,74,15.75,45.0057113999656,72,25,59,21,-80,-35,-76,-80,-66,34,0.774731398496837,0.953758754558702
2020-04-11,86,18,28.4741678564931,68,16,55,22,-87,-52,-86,-76,-58,25,0.776054093467355,0.964911359065335
2020-04-12,84,17.5,25.1648778474113,55,10,44,19,-96,-95,-92,-85,-62,23,0.777142080083106,0.968968261334816
2020-04-13,60,17.75,33.8329801496174,38,20,54,11,-94,-88,-87,-92,-89,41,0.777558305798483,0.978894693923962
2020-04-14,53,14,62.5290082705407,61,28,44,12,-79,-43,-76,-80,-61,30,0.778231116516993,0.976939682693863
2020-04-15,70,11.25,50.6156146311129,53,15,41,10,-79,-42,-76,-80,-60,30,0.778653350013281,0.978640198492071
2020-04-16,74,13.8666666666667,42.0017567727732,30,25,48,16,-77,-40,-76,-79,-60,31,0.779066206585198,0.976168916586808
2020-04-17,58,16.75,40.4515776060462,59,17,45,25,-78,-41,-75,-79,-60,32,0.779570309001935,0.967782092428528
2020-04-18,88,17,61.5526458664419,46,17,48,10,-85,-54,-86,-75,-54,25,0.780133139676482,0.962752837234229
2020-04-19,46,17.25,71.2176481340246,38,20,43,10,-93,-81,-91,-83,-53,21,0.780399508480317,0.949382524955561
2020-04-20,59,14.25,90.4680011256354,70,15,33,11,-77,-49,-82,-81,-58,29,0.781626735040732,0.932694793244332
2020-04-21,64,11.8666666666667,84.9547778397428,57,19,29,8,-77,-46,-77,-81,-59,30,0.781527143880935,0.91115303620555
2020-04-22,93,15.5,51.6493644317337,53,20,48,11,-77,-43,-75,-80,-57,29,0.781375477724387,0.901121418699735
2020-04-23,76,16.25,51.2113805000392,63,27,51,21,-76,-41,-74,-78,-57,29,0.781565555335315,0.88645989263987
2020-04-24,117,18,48.1284250603282,74,33,59,22,-76,-37,-72,-78,-57,31,0.781689051800813,0.870799417895418
2020-04-25,45,18.25,52.2213361291976,76,10,46,11,-90,-70,-89,-81,-65,27,0.78270269646216,0.859992496225055
2020-04-26,8,18.25,54.3892351035948,42,10,45,8,-91,-76,-89,-81,-50,21,0.78317687210964,0.850874122111339
2020-04-27,85,17.05,59.3837290887339,25,9,38,14,-71,-39,-71,-77,-55,27,0.785000348631404,0.834307022321373
2020-04-28,99,17,68.6039711659046,21,9,29,13,-75,-41,-74,-79,-56,28,0.785900571167043,0.824238229262435
2020-04-29,52,17.25,69.9822510930224,38,8,43,10,-74,-39,-73,-77,-54,28,0.786845171106514,0.827500436446181
2020-04-30,69,16,80.9410952047433,25,12,36,11,-71,-27,-73,-77,-55,27,0.791044307525724,0.831047916856911
2020-05-01,67,15.75,81.4182900313364,38,13,35,9,-91,-82,-83,-89,-86,44,0.794965166768276,0.845678213043422
2020-05-02,40,20.7166666666667,36.7158903898282,46,4,41,13,-80,-46,-81,-72,-50,23,0.797398764509962,0.856288949633279
2020-05-03,34,19.25,46.0231564241511,30,5,45,8,-89,-72,-85,-78,-43,20,0.800634308825246,0.857570842867556
2020-05-04,32,19.2,39.7811479564335,5,10,51,13,-57,-30,-37,-64,-44,19,0.805004631936009,0.864248252377871
2020-05-05,29,18,59.604427316388,25,10,38,13,-59,-30,-38,-65,-44,20,0.811765706949162,0.862349172296094
2020-05-06,70,18.5,64.8023838652807,21,14,43,13,-60,-31,-44,-65,-43,21,0.818508685790196,0.869526174202568
2020-05-07,31,18.5,49.9789036380683,42,16,54,12,-59,-29,-39,-63,-44,21,0.824481555520587,0.879074035947252
2020-05-08,52,20.8166666666667,34.5195278563429,38,27,66,16,-61,-30,-39,-63,-44,23,0.829753192928644,0.891884415720223
2020-05-09,38,21.25,38.2157741970524,68,14,53,10,-65,-37,-50,-50,-36,16,0.836088095251726,0.911022978479976
2020-05-10,35,19.25,65.2680061962864,38,18,50,7,-74,-57,-57,-55,-28,13,0.84261927597519,0.918897876089105
2020-05-11,24,15.5,93.127769355491,50,10,28,9,-60,-38,-65,-69,-42,21,0.849089843486131,0.925383954140665
2020-05-12,19,18.3,74.3278437695918,25,12,37,10,-57,-30,-40,-63,-41,20,0.856104244048788,0.929377532556478
2020-05-13,29,15,87.9193122274777,34,17,17,19,-60,-33,-60,-67,-41,21,0.861954044126093,0.918279967305379
2020-05-14,47,19,78.9912477321375,53,21,40,9,-56,-28,-42,-63,-40,20,0.868388458114081,0.910381079857954
2020-05-15,23,17.5,74.0387351068856,89,5,39,10,-58,-28,-41,-63,-41,22,0.874841668641807,0.902133248823371
2020-05-16,25,18.6666666666667,72.7403688128116,9,18,37,8,-62,-35,-51,-50,-30,16,0.880371556568398,0.882543722405268
2020-05-17,35,19.5,79.1485285927345,38,17,40,11,-67,-53,-40,-53,-20,13,0.885932817925414,0.862367977639802
2020-05-18,43,22.5,64.7224013512103,38,18,44,10,-34,-22,-6,-54,-34,15,0.892630343445694,0.843049525078699
2020-05-19,25,18.9333333333333,82.848581790096,55,14,34,12,-40,-23,-31,-59,-36,17,0.899420793409377,0.822205919655698
2020-05-20,35,21.75,64.8734713021105,30,14,51,14,-37,-21,-1,-55,-34,15,0.902588189966063,0.801584358269143
2020-05-21,23,22,56.7878955471358,38,14,55,16,-37,-18,-5,-55,-35,16,0.907038318770129,0.80832687650338
2020-05-22,46,22.75,56.9585882796051,42,23,70,22,-37,-17,-3,-53,-35,17,0.911546150097035,0.798059162728168
2020-05-23,33,21.3,61.7612159141075,65,19,55,10,-41,-23,-3,-33,-18,10,0.915938000802766,0.806264693402022
2020-05-24,18,20.5,67.8410051777618,38,10,49,14,-42,-34,2,-32,-7,7,0.919538606825139,0.80632830856453
2020-05-25,4,21.25,52.808637679833,25,11,52,18,-31,-21,-5,-55,-34,14,0.921655237952281,0.795328934297033
2020-05-26,23,20.25,50.0267577690449,30,10,46,16,-32,-20,-1,-52,-32,14,0.924157124240554,0.794925735190263
2020-05-27,23,20.5,47.1098586796173,25,10,48,12,-32,-17,7,-51,-32,14,0.923172580065982,0.779845130266364
2020-05-28,9,20.75,44.9688028628283,21,14,58,20,-32,-15,-5,-52,-32,14,0.923970942023757,0.782642082699256
2020-05-29,32,17.7666666666667,56.3823175912945,38,10,44,8,-32,-16,8,-50,-32,15,0.92316109481626,0.781837468126058
2020-05-30,35,20,54.5809047819014,42,20,55,10,-32,-18,27,-25,-13,8,0.92152541509752,0.795203475580803
2020-05-31,10,17.75,68.1721371276247,42,21,52,9,-34,-28,22,-28,-1,6,0.916207302099815,0.821978819928922
2020-06-01,1,21.5,55.4972538630773,63,24,53,14,-11,2,45,-45,-45,14,0.913879670574246,0.840664254827135
