date,region,positive,total
20200510,Cremona,6,157
20200511,Cremona,2,41
20200512,Cremona,5,100
20200513,Cremona,18,499
20200514,Cremona,12,324
20200515,Cremona,18,732
20200516,Cremona,10,355
20200517,Cremona,10,362
20200519,Cremona,12,387
20200520,Cremona,15,587
20200521,Cremona,15,698
20200522,Cremona,9,584
20200523,Cremona,9,351
20200524,Cremona,8,322
20200525,Cremona,5,191
20200526,Cremona,4,231
20200527,Cremona,16,521
20200528,Cremona,13,528
20200529,Cremona,13,517
20200530,Cremona,6,388
20200531,Cremona,11,651
20200601,Cremona,2,143
20200602,Cremona,3,139
20200603,Cremona,6,287
20200604,Cremona,1,41
20200605,Cremona,11,531
20200606,Cremona,7,675
20200607,Cremona,6,384
20200608,Cremona,7,162
20200609,Cremona,3,154
20200610,Cremona,15,1410
20200611,Cremona,7,372
20200612,Cremona,4,218
20200613,Cremona,15,677
20200614,Cremona,8,306
20200615,Cremona,2,51
20200616,Cremona,3,148
20200617,Cremona,6,287
20200618,Cremona,3,159
20200619,Cremona,6,400
20200620,Cremona,2,113
20200621,Cremona,1,61
20200622,Cremona,8,435
20200623,Cremona,2,225
20200624,Cremona,3,310
20200625,Cremona,6,347
20200626,Cremona,1,90
20200627,Cremona,5,621
20200628,Cremona,6,502
20200629,Cremona,2,205
20200630,Cremona,2,197
20200701,Cremona,4,309
20200702,Cremona,5,482
20200703,Cremona,10,849
20200704,Cremona,2,214
20200705,Cremona,5,448
20200706,Cremona,23,1213
20200707,Cremona,1,64
20200708,Cremona,3,451
20200709,Cremona,5,496
20200710,Cremona,7,597
20200711,Cremona,2,211
20200712,Cremona,6,744
20200713,Cremona,4,276
20200714,Cremona,1,188
20200715,Cremona,1,165
20200716,Cremona,11,1475
20200717,Cremona,4,721
20200718,Cremona,1,103
20200719,Cremona,3,640
20200720,Cremona,2,153
20200721,Cremona,2,351
20200723,Cremona,3,552
20200724,Cremona,1,186
20200726,Cremona,2,218
20200728,Cremona,1,119
20200729,Cremona,2,376
20200730,Cremona,2,255
20200731,Cremona,2,217
20200801,Cremona,1,153
20200224,Mantova,2,17
20200225,Mantova,7,230
20200301,Mantova,1,3
20200302,Mantova,7,27
20200303,Mantova,3,19
20200304,Mantova,1,9
20200306,Mantova,1,3
20200309,Mantova,3,4
20200310,Mantova,1,4
20200311,Mantova,4,11
20200312,Mantova,8,22
20200313,Mantova,2,6
20200314,Mantova,3,7
20200315,Mantova,27,55
20200316,Mantova,3,7
20200317,Mantova,12,22
20200318,Mantova,15,25
20200319,Mantova,4,6
20200321,Mantova,22,65
20200322,Mantova,17,39
20200323,Mantova,13,22
20200324,Mantova,3,5
20200325,Mantova,5,15
20200326,Mantova,22,52
20200327,Mantova,15,51
20200328,Mantova,3,9
20200329,Mantova,4,12
20200330,Mantova,6,19
20200331,Mantova,5,17
20200401,Mantova,6,26
20200402,Mantova,10,53
20200403,Mantova,2,9
20200404,Mantova,1,4
20200405,Mantova,4,24
20200406,Mantova,3,14
20200407,Mantova,12,66
20200408,Mantova,1,8
20200409,Mantova,5,34
20200410,Mantova,12,90
20200411,Mantova,1,6
20200412,Mantova,4,26
20200413,Mantova,3,13
20200414,Mantova,1,4
20200415,Mantova,2,17
20200416,Mantova,2,23
20200417,Mantova,4,42
20200418,Mantova,2,19
20200420,Mantova,6,52
20200421,Mantova,13,91
20200422,Mantova,2,23
20200423,Mantova,2,22
20200424,Mantova,8,85
20200426,Mantova,12,142
20200427,Mantova,6,51
20200428,Mantova,9,89
20200429,Mantova,2,37
20200430,Mantova,1,18
20200501,Mantova,7,130
20200503,Mantova,6,82
20200504,Mantova,4,55
20200505,Mantova,2,26
20200506,Mantova,8,152
20200507,Mantova,6,129
20200508,Mantova,3,52
20200510,Mantova,9,235
20200511,Mantova,1,21
20200512,Mantova,6,120
20200513,Mantova,9,249
20200514,Mantova,11,297
20200515,Mantova,4,163
20200517,Mantova,1,36
20200518,Mantova,13,377
20200519,Mantova,16,517
20200520,Mantova,4,157
20200521,Mantova,2,93
20200522,Mantova,14,909
20200523,Mantova,2,78
20200524,Mantova,5,201
20200525,Mantova,9,343
20200526,Mantova,10,577
20200527,Mantova,19,619
20200528,Mantova,25,1015
20200529,Mantova,8,318
20200530,Mantova,18,1165
20200531,Mantova,23,1361
20200601,Mantova,25,1786
20200602,Mantova,35,1624
20200603,Mantova,45,2156
20200604,Mantova,44,1786
20200605,Mantova,20,965
20200606,Mantova,8,772
20200607,Mantova,42,2690
20200608,Mantova,115,2660
20200609,Mantova,57,2924
20200610,Mantova,36,3384
20200611,Mantova,24,1274
20200612,Mantova,60,3273
20200613,Mantova,85,3835
20200614,Mantova,75,2870
20200615,Mantova,56,1435
20200616,Mantova,78,3842
20200617,Mantova,61,2914
20200618,Mantova,74,3931
20200619,Mantova,58,3866
20200620,Mantova,40,2258
20200621,Mantova,63,3851
20200622,Mantova,97,5275
20200623,Mantova,102,11493
20200624,Mantova,46,4756
20200625,Mantova,48,2776
20200626,Mantova,71,6418
20200627,Mantova,67,8325
20200628,Mantova,66,5524
20200629,Mantova,86,8811
20200630,Mantova,148,14602
20200701,Mantova,74,5721
20200702,Mantova,83,7995
20200703,Mantova,108,9164
20200704,Mantova,80,8556
20200705,Mantova,63,5639
20200706,Mantova,119,6277
20200707,Mantova,87,5548
20200708,Mantova,122,18343
20200709,Mantova,49,4864
20200710,Mantova,83,7073
20200711,Mantova,43,4528
20200712,Mantova,78,9669
20200713,Mantova,74,5103
20200714,Mantova,18,3382
20200715,Mantova,32,5296
20200716,Mantova,18,2414
20200717,Mantova,17,3063
20200718,Mantova,46,4733
20200719,Mantova,10,2133
20200720,Mantova,14,1072
20200721,Mantova,6,1054
20200722,Mantova,4,420
20200723,Mantova,7,1288
20200724,Mantova,10,1860
20200725,Mantova,1,136
20200726,Mantova,3,327
20200727,Mantova,1,117
20200301,Lecco,2,6
20200302,Lecco,1,4
20200303,Lecco,1,6
20200304,Lecco,1,9
20200306,Lecco,3,10
20200307,Lecco,24,66
20200308,Lecco,18,65
20200309,Lecco,13,16
20200310,Lecco,23,96
20200311,Lecco,24,67
20200312,Lecco,86,232
20200313,Lecco,38,110
20200314,Lecco,50,119
20200315,Lecco,57,116
20200316,Lecco,42,97
20200317,Lecco,54,99
20200318,Lecco,26,44
20200319,Lecco,64,96
20200320,Lecco,146,302
20200321,Lecco,142,417
20200322,Lecco,54,124
20200323,Lecco,62,105
20200324,Lecco,81,144
20200325,Lecco,61,185
20200326,Lecco,83,197
20200327,Lecco,51,172
20200328,Lecco,106,333
20200329,Lecco,65,200
20200330,Lecco,56,178
20200331,Lecco,33,113
20200401,Lecco,46,200
20200402,Lecco,36,191
20200403,Lecco,42,195
20200404,Lecco,34,145
20200405,Lecco,50,303
20200406,Lecco,34,158
20200407,Lecco,19,104
20200408,Lecco,24,181
20200409,Lecco,50,338
20200410,Lecco,33,248
20200411,Lecco,22,142
20200412,Lecco,21,137
20200413,Lecco,30,125
20200414,Lecco,59,220
20200415,Lecco,12,103
20200416,Lecco,4,46
20200417,Lecco,19,198
20200418,Lecco,25,237
20200419,Lecco,42,433
20200420,Lecco,8,69
20200421,Lecco,13,91
20200422,Lecco,16,186
20200423,Lecco,23,258
20200424,Lecco,17,180
20200425,Lecco,8,142
20200426,Lecco,20,236
20200427,Lecco,53,454
20200428,Lecco,18,178
20200429,Lecco,17,313
20200430,Lecco,9,166
20200501,Lecco,3,56
20200502,Lecco,13,318
20200503,Lecco,54,735
20200504,Lecco,16,221
20200505,Lecco,11,142
20200506,Lecco,10,190
20200507,Lecco,38,817
20200508,Lecco,29,503
20200509,Lecco,34,777
20200510,Lecco,4,105
20200511,Lecco,50,1031
20200512,Lecco,25,499
20200513,Lecco,22,610
20200514,Lecco,16,432
20200515,Lecco,17,691
20200516,Lecco,18,638
20200517,Lecco,11,398
20200518,Lecco,3,87
20200519,Lecco,39,1259
20200520,Lecco,4,157
20200521,Lecco,9,419
20200522,Lecco,6,390
20200523,Lecco,11,429
20200524,Lecco,3,121
20200525,Lecco,4,152
20200528,Lecco,5,203
20200529,Lecco,1,40
20200530,Lecco,6,388
20200531,Lecco,7,414
20200601,Lecco,2,143
20200602,Lecco,6,278
20200603,Lecco,5,240
20200604,Lecco,5,203
20200605,Lecco,4,193
20200606,Lecco,1,96
20200608,Lecco,2,46
20200609,Lecco,2,103
20200610,Lecco,1,94
20200611,Lecco,3,159
20200612,Lecco,4,218
20200613,Lecco,4,180
20200614,Lecco,12,459
20200615,Lecco,7,179
20200617,Lecco,3,143
20200618,Lecco,4,213
20200619,Lecco,3,200
20200620,Lecco,4,226
20200621,Lecco,2,122
20200623,Lecco,1,113
20200624,Lecco,2,207
20200625,Lecco,1,58
20200626,Lecco,3,271
20200627,Lecco,1,124
20200628,Lecco,3,251
20200629,Lecco,2,205
20200630,Lecco,1,99
20200701,Lecco,4,309
20200702,Lecco,2,193
20200703,Lecco,4,339
20200704,Lecco,1,107
20200705,Lecco,1,90
20200706,Lecco,5,264
20200708,Lecco,1,150
20200709,Lecco,1,99
20200710,Lecco,3,256
20200711,Lecco,4,421
20200712,Lecco,1,124
20200713,Lecco,1,69
20200715,Lecco,3,496
20200717,Lecco,2,360
20200718,Lecco,3,309
20200720,Lecco,1,77
20200722,Lecco,1,105
20200724,Lecco,1,186
20200725,Lecco,3,407
20200726,Lecco,1,109
20200727,Lecco,2,235
20200729,Lecco,1,188
20200730,Lecco,1,127
20200225,Lodi,125,4112
20200228,Lodi,23,272
20200229,Lodi,55,581
20200301,Lodi,107,335
20200302,Lodi,40,155
20200303,Lodi,98,609
20200304,Lodi,77,657
20200306,Lodi,81,270
20200307,Lodi,72,198
20200308,Lodi,42,151
20200309,Lodi,75,94
20200310,Lodi,35,146
20200311,Lodi,72,201
20200312,Lodi,88,238
20200313,Lodi,10,29
20200314,Lodi,143,340
20200315,Lodi,44,90
20200316,Lodi,42,97
20200317,Lodi,56,103
20200318,Lodi,27,46
20200319,Lodi,83,125
20200320,Lodi,69,143
20200321,Lodi,96,282
20200322,Lodi,79,181
20200323,Lodi,45,77
20200324,Lodi,43,76
20200325,Lodi,24,73
20200326,Lodi,84,200
20200327,Lodi,38,129
20200328,Lodi,23,72
20200329,Lodi,28,86
20200330,Lodi,30,95
20200331,Lodi,29,99
20200401,Lodi,41,178
20200402,Lodi,32,169
20200403,Lodi,25,116
20200404,Lodi,24,103
20200405,Lodi,17,103
20200406,Lodi,23,107
20200407,Lodi,43,236
20200408,Lodi,26,196
20200409,Lodi,29,196
20200410,Lodi,43,323
20200411,Lodi,53,342
20200412,Lodi,71,463
20200413,Lodi,16,67
20200414,Lodi,10,37
20200415,Lodi,18,154
20200416,Lodi,39,444
20200417,Lodi,52,541
20200418,Lodi,36,341
20200419,Lodi,10,103
20200420,Lodi,16,138
20200421,Lodi,11,77
20200422,Lodi,36,419
20200423,Lodi,46,515
20200424,Lodi,3,32
20200425,Lodi,67,1188
20200426,Lodi,23,271
20200427,Lodi,10,86
20200428,Lodi,11,109
20200429,Lodi,12,221
20200430,Lodi,7,129
20200501,Lodi,28,521
20200502,Lodi,23,563
20200503,Lodi,30,408
20200504,Lodi,15,207
20200505,Lodi,52,671
20200506,Lodi,41,779
20200507,Lodi,49,1054
20200508,Lodi,18,312
20200509,Lodi,42,960
20200510,Lodi,7,183
20200511,Lodi,6,124
20200512,Lodi,16,319
20200513,Lodi,8,222
20200514,Lodi,12,324
20200515,Lodi,12,488
20200516,Lodi,16,567
20200517,Lodi,10,362
20200518,Lodi,2,58
20200519,Lodi,16,517
20200520,Lodi,11,431
20200521,Lodi,7,326
20200522,Lodi,5,325
20200523,Lodi,8,312
20200524,Lodi,3,121
20200525,Lodi,3,114
20200526,Lodi,6,346
20200527,Lodi,22,716
20200528,Lodi,13,528
20200529,Lodi,11,437
20200530,Lodi,10,647
20200531,Lodi,6,355
20200602,Lodi,2,93
20200603,Lodi,7,335
20200604,Lodi,2,81
20200605,Lodi,10,482
20200606,Lodi,3,289
20200607,Lodi,2,128
20200608,Lodi,2,46
20200609,Lodi,9,462
20200610,Lodi,4,376
20200611,Lodi,7,372
20200612,Lodi,11,600
20200613,Lodi,1,45
20200614,Lodi,5,191
20200615,Lodi,2,51
20200616,Lodi,8,394
20200617,Lodi,3,143
20200619,Lodi,2,133
20200621,Lodi,3,183
20200622,Lodi,1,54
20200623,Lodi,1,113
20200624,Lodi,6,620
20200625,Lodi,1,58
20200626,Lodi,3,271
20200630,Lodi,1,99
20200701,Lodi,5,387
20200702,Lodi,3,289
20200703,Lodi,4,339
20200704,Lodi,4,428
20200705,Lodi,2,179
20200707,Lodi,3,191
20200708,Lodi,4,601
20200710,Lodi,3,256
20200711,Lodi,4,421
20200714,Lodi,1,188
20200715,Lodi,1,165
20200716,Lodi,1,134
20200717,Lodi,4,721
20200718,Lodi,8,823
20200721,Lodi,1,176
20200722,Lodi,4,420
20200724,Lodi,3,558
20200725,Lodi,2,272
20200728,Lodi,1,119
20200731,Lodi,1,108
20200801,Lodi,1,153
20200225,Monza,3,99
20200228,Monza,1,12
20200302,Monza,2,8
20200303,Monza,1,6
20200304,Monza,2,17
20200306,Monza,1,3
20200307,Monza,41,113
20200309,Monza,5,6
20200310,Monza,1,4
20200311,Monza,20,56
20200312,Monza,45,122
20200313,Monza,13,38
20200314,Monza,81,193
20200315,Monza,103,210
20200316,Monza,19,44
20200317,Monza,30,55
20200318,Monza,25,42
20200319,Monza,94,141
20200320,Monza,321,665
20200321,Monza,268,788
20200322,Monza,24,55
20200323,Monza,22,37
20200324,Monza,324,576
20200325,Monza,133,402
20200326,Monza,163,388
20200327,Monza,198,670
20200328,Monza,138,433
20200329,Monza,179,550
20200330,Monza,97,308
20200331,Monza,100,342
20200401,Monza,81,352
20200402,Monza,90,476
20200403,Monza,141,656
20200404,Monza,161,688
20200405,Monza,111,673
20200406,Monza,111,515
20200407,Monza,49,269
20200408,Monza,58,438
20200409,Monza,91,616
20200410,Monza,69,519
20200411,Monza,151,976
20200412,Monza,64,418
20200413,Monza,81,338
20200414,Monza,101,377
20200415,Monza,57,489
20200416,Monza,54,614
20200417,Monza,43,448
20200418,Monza,67,635
20200419,Monza,56,578
20200420,Monza,59,508
20200421,Monza,54,377
20200422,Monza,42,488
20200423,Monza,64,717
20200424,Monza,55,584
20200425,Monza,45,798
20200426,Monza,60,708
20200427,Monza,39,334
20200428,Monza,121,1194
20200429,Monza,37,681
20200430,Monza,30,554
20200501,Monza,25,465
20200502,Monza,16,392
20200503,Monza,78,1061
20200504,Monza,27,373
20200505,Monza,31,400
20200506,Monza,12,228
20200507,Monza,81,1742
20200508,Monza,41,711
20200509,Monza,31,709
20200510,Monza,9,235
20200511,Monza,19,392
20200512,Monza,38,758
20200513,Monza,29,804
20200514,Monza,41,1106
20200515,Monza,37,1505
20200516,Monza,46,1631
20200517,Monza,22,797
20200518,Monza,9,261
20200519,Monza,42,1356
20200520,Monza,50,1957
20200521,Monza,8,372
20200522,Monza,13,844
20200523,Monza,12,468
20200524,Monza,18,724
20200525,Monza,21,800
20200527,Monza,6,195
20200528,Monza,14,568
20200529,Monza,30,1193
20200530,Monza,4,259
20200531,Monza,4,237
20200601,Monza,3,214
20200602,Monza,7,325
20200603,Monza,28,1342
20200604,Monza,3,122
20200605,Monza,8,386
20200606,Monza,4,386
20200607,Monza,2,128
20200608,Monza,10,231
20200609,Monza,8,410
20200610,Monza,2,188
20200611,Monza,10,531
20200612,Monza,24,1309
20200613,Monza,13,586
20200614,Monza,10,383
20200615,Monza,6,154
20200616,Monza,7,345
20200617,Monza,43,2054
20200618,Monza,6,319
20200619,Monza,7,467
20200620,Monza,8,452
20200621,Monza,4,245
20200622,Monza,5,272
20200623,Monza,4,451
20200624,Monza,1,103
20200625,Monza,4,231
20200626,Monza,9,814
20200627,Monza,5,621
20200628,Monza,7,586
20200629,Monza,3,307
20200630,Monza,3,296
20200701,Monza,6,464
20200702,Monza,2,193
20200703,Monza,4,339
20200704,Monza,4,428
20200705,Monza,5,448
20200706,Monza,2,105
20200707,Monza,5,319
20200708,Monza,1,150
20200709,Monza,6,596
20200710,Monza,3,256
20200711,Monza,3,316
20200712,Monza,7,868
20200713,Monza,2,138
20200714,Monza,1,188
20200715,Monza,3,496
20200716,Monza,2,268
20200717,Monza,3,541
20200718,Monza,4,412
20200719,Monza,7,1493
20200720,Monza,4,306
20200721,Monza,2,351
20200722,Monza,6,631
20200723,Monza,3,552
20200724,Monza,2,372
20200725,Monza,2,272
20200726,Monza,6,653
20200727,Monza,2,235
20200729,Monza,4,753
20200730,Monza,5,637
20200731,Monza,2,217
20200801,Monza,5,765
20200306,Bolzano,3,16
20200311,Bolzano,37,39
20200312,Bolzano,29,532
20200313,Bolzano,21,204
20200314,Bolzano,48,324
20200315,Bolzano,31,362
20200316,Bolzano,37,243
20200317,Bolzano,50,409
20200318,Bolzano,85,695
20200319,Bolzano,60,724
20200320,Bolzano,112,865
20200321,Bolzano,73,746
20200322,Bolzano,57,539
20200323,Bolzano,46,366
20200324,Bolzano,57,425
20200325,Bolzano,77,140
20200326,Bolzano,48,1095
20200327,Bolzano,97,776
20200328,Bolzano,106,648
20200329,Bolzano,105,969
20200330,Bolzano,111,503
20200331,Bolzano,46,635
20200401,Bolzano,47,676
20200402,Bolzano,61,726
20200403,Bolzano,80,1299
20200404,Bolzano,33,1069
20200405,Bolzano,52,678
20200406,Bolzano,78,1102
20200407,Bolzano,89,936
20200408,Bolzano,24,1104
20200409,Bolzano,68,1010
20200410,Bolzano,52,991
20200411,Bolzano,2,1320
20200412,Bolzano,141,1060
20200413,Bolzano,51,911
20200414,Bolzano,35,300
20200415,Bolzano,40,913
20200416,Bolzano,43,1046
20200417,Bolzano,29,1282
20200418,Bolzano,29,1190
20200419,Bolzano,55,1473
20200420,Bolzano,14,1020
20200421,Bolzano,16,606
20200422,Bolzano,6,735
20200423,Bolzano,19,1272
20200424,Bolzano,21,1068
20200425,Bolzano,20,1546
20200426,Bolzano,5,823
20200427,Bolzano,15,1209
20200428,Bolzano,2,490
20200429,Bolzano,9,1088
20200430,Bolzano,11,1079
20200501,Bolzano,10,1606
20200502,Bolzano,7,901
20200503,Bolzano,1,436
20200504,Bolzano,5,433
20200505,Bolzano,1,591
20200506,Bolzano,1,964
20200507,Bolzano,9,863
20200508,Bolzano,6,817
20200509,Bolzano,9,950
20200510,Bolzano,2,713
20200511,Bolzano,3,448
20200513,Bolzano,3,800
20200514,Bolzano,3,834
20200517,Bolzano,3,725
20200518,Bolzano,1,433
20200519,Bolzano,5,665
20200522,Bolzano,3,1084
20200524,Bolzano,3,902
20200528,Bolzano,2,1042
20200530,Bolzano,1,1300
20200531,Bolzano,1,842
20200601,Bolzano,1,874
20200605,Bolzano,1,953
20200606,Bolzano,1,1112
20200607,Bolzano,3,1177
20200608,Bolzano,1,502
20200611,Bolzano,2,702
20200612,Bolzano,2,753
20200613,Bolzano,2,876
20200614,Bolzano,3,460
20200618,Bolzano,2,724
20200619,Bolzano,2,626
20200620,Bolzano,3,753
20200621,Bolzano,4,530
20200622,Bolzano,11,222
20200624,Bolzano,1,479
20200627,Bolzano,2,599
20200628,Bolzano,1,405
20200629,Bolzano,2,284
20200701,Bolzano,3,674
20200704,Bolzano,3,618
20200705,Bolzano,2,680
20200707,Bolzano,1,382
20200708,Bolzano,2,688
20200709,Bolzano,3,615
20200710,Bolzano,5,634
20200711,Bolzano,3,709
20200712,Bolzano,5,746
20200713,Bolzano,7,174
20200714,Bolzano,1,704
20200715,Bolzano,3,959
20200716,Bolzano,1,767
20200717,Bolzano,4,806
20200718,Bolzano,1,923
20200719,Bolzano,1,631
20200721,Bolzano,1,369
20200723,Bolzano,1,539
20200724,Bolzano,1,1173
20200725,Bolzano,6,960
20200726,Bolzano,5,1002
20200727,Bolzano,2,394
20200729,Bolzano,4,909
20200730,Bolzano,6,1104
20200731,Bolzano,15,1109
20200801,Bolzano,8,952
20200228,Torino,9,71
20200301,Torino,38,54
20200303,Torino,1,5
20200304,Torino,4,13
20200306,Torino,15,107
20200307,Torino,21,83
20200308,Torino,34,131
20200310,Torino,24,161
20200311,Torino,48,57
20200312,Torino,28,159
20200315,Torino,54,158
20200316,Torino,183,548
20200317,Torino,207,519
20200318,Torino,293,642
20200320,Torino,514,1090
20200321,Torino,124,309
20200322,Torino,309,925
20200323,Torino,209,407
20200324,Torino,298,870
20200325,Torino,317,739
20200326,Torino,295,809
20200327,Torino,253,749
20200328,Torino,297,926
20200329,Torino,275,1309
20200330,Torino,217,609
20200331,Torino,305,1129
20200401,Torino,256,1245
20200402,Torino,280,1024
20200403,Torino,304,1221
20200404,Torino,477,1701
20200405,Torino,213,443
20200406,Torino,195,897
20200407,Torino,195,1395
20200408,Torino,220,1782
20200409,Torino,330,2227
20200410,Torino,301,2856
20200411,Torino,379,1948
20200412,Torino,334,2038
20200413,Torino,190,1048
20200414,Torino,210,947
20200415,Torino,317,2344
20200416,Torino,460,2640
20200417,Torino,387,3344
20200418,Torino,288,2235
20200419,Torino,353,2813
20200420,Torino,134,1423
20200421,Torino,332,3158
20200422,Torino,414,3210
20200423,Torino,217,3494
20200424,Torino,374,4020
20200425,Torino,321,3086
20200426,Torino,263,2693
20200427,Torino,125,1891
20200428,Torino,240,3534
20200429,Torino,275,4506
20200430,Torino,259,3188
20200501,Torino,213,3254
20200502,Torino,292,3487
20200503,Torino,191,2838
20200504,Torino,122,2459
20200505,Torino,102,3515
20200506,Torino,98,4004
20200507,Torino,88,2930
20200508,Torino,116,3285
20200509,Torino,108,2755
20200510,Torino,66,2600
20200511,Torino,66,2029
20200512,Torino,71,2694
20200513,Torino,88,3498
20200514,Torino,88,4600
20200515,Torino,89,4434
20200516,Torino,84,3414
20200517,Torino,45,3021
20200518,Torino,43,2453
20200519,Torino,53,2459
20200520,Torino,116,4504
20200521,Torino,57,3617
20200522,Torino,55,3380
20200523,Torino,33,2895
20200524,Torino,17,1290
20200525,Torino,14,834
20200526,Torino,47,2981
20200527,Torino,38,2654
20200528,Torino,29,2894
20200529,Torino,32,2937
20200530,Torino,28,2162
20200531,Torino,20,1224
20200601,Torino,12,1339
20200602,Torino,25,1588
20200603,Torino,9,999
20200604,Torino,9,1513
20200605,Torino,12,1120
20200606,Torino,22,2525
20200607,Torino,4,1271
20200608,Torino,7,785
20200609,Torino,7,1282
20200610,Torino,8,1528
20200611,Torino,29,2914
20200612,Torino,16,1655
20200613,Torino,10,1015
20200614,Torino,14,1326
20200615,Torino,1,615
20200616,Torino,11,1386
20200617,Torino,17,1749
20200618,Torino,5,521
20200619,Torino,7,1160
20200620,Torino,8,891
20200621,Torino,10,960
20200622,Torino,5,1042
20200623,Torino,3,1636
20200624,Torino,7,1172
20200625,Torino,5,890
20200626,Torino,5,1313
20200627,Torino,5,1234
20200628,Torino,2,282
20200629,Torino,1,563
20200630,Torino,6,1810
20200701,Torino,5,1261
20200702,Torino,9,2323
20200703,Torino,2,301
20200704,Torino,4,923
20200705,Torino,5,753
20200706,Torino,1,244
20200708,Torino,7,956
20200709,Torino,6,1285
20200710,Torino,2,553
20200711,Torino,1,303
20200712,Torino,3,1464
20200713,Torino,4,755
20200714,Torino,1,1280
20200716,Torino,1,441
20200717,Torino,8,2844
20200718,Torino,2,1775
20200719,Torino,3,1659
20200721,Torino,3,1240
20200722,Torino,1,237
20200723,Torino,4,1556
20200724,Torino,1,249
20200725,Torino,4,535
20200726,Torino,3,577
20200727,Torino,2,558
20200728,Torino,5,1335
20200729,Torino,6,1252
20200731,Torino,1,120
20200801,Torino,6,997
20200224,Cuneo,3,141
20200301,Cuneo,6,9
20200302,Cuneo,6,216
20200303,Cuneo,3,14
20200304,Cuneo,3,10
20200306,Cuneo,3,21
20200307,Cuneo,1,4
20200312,Cuneo,2,11
20200316,Cuneo,4,12
20200317,Cuneo,2,5
20200318,Cuneo,1,2
20200319,Cuneo,8,18
20200320,Cuneo,1,2
20200321,Cuneo,1,2
20200322,Cuneo,4,12
20200323,Cuneo,1,2
20200324,Cuneo,6,18
20200325,Cuneo,2,5
20200326,Cuneo,2,5
20200327,Cuneo,2,6
20200329,Cuneo,5,24
20200330,Cuneo,2,6
20200331,Cuneo,2,7
20200401,Cuneo,1,5
20200402,Cuneo,1,4
20200405,Cuneo,2,4
20200406,Cuneo,3,14
20200407,Cuneo,7,50
20200408,Cuneo,3,24
20200409,Cuneo,4,27
20200410,Cuneo,1,9
20200412,Cuneo,4,24
20200413,Cuneo,2,11
20200414,Cuneo,3,14
20200415,Cuneo,7,52
20200416,Cuneo,4,23
20200417,Cuneo,6,52
20200418,Cuneo,2,16
20200419,Cuneo,1,8
20200420,Cuneo,7,74
20200421,Cuneo,6,57
20200422,Cuneo,4,31
20200424,Cuneo,3,32
20200425,Cuneo,1,10
20200426,Cuneo,6,61
20200427,Cuneo,8,121
20200428,Cuneo,6,88
20200429,Cuneo,3,49
20200430,Cuneo,4,49
20200501,Cuneo,6,92
20200502,Cuneo,7,84
20200503,Cuneo,9,134
20200504,Cuneo,10,202
20200505,Cuneo,5,172
20200506,Cuneo,9,368
20200507,Cuneo,6,200
20200508,Cuneo,2,57
20200509,Cuneo,10,255
20200510,Cuneo,3,118
20200511,Cuneo,6,184
20200512,Cuneo,13,493
20200513,Cuneo,7,278
20200514,Cuneo,10,523
20200515,Cuneo,3,149
20200516,Cuneo,5,203
20200517,Cuneo,7,470
20200518,Cuneo,6,342
20200519,Cuneo,25,1160
20200520,Cuneo,16,621
20200521,Cuneo,28,1777
20200522,Cuneo,6,369
20200523,Cuneo,18,1579
20200524,Cuneo,9,683
20200525,Cuneo,33,1965
20200526,Cuneo,7,444
20200527,Cuneo,27,1886
20200528,Cuneo,42,4191
20200529,Cuneo,10,918
20200530,Cuneo,16,1235
20200531,Cuneo,12,734
20200601,Cuneo,100,11157
20200602,Cuneo,68,4320
20200603,Cuneo,27,2997
20200604,Cuneo,59,9919
20200605,Cuneo,50,4666
20200606,Cuneo,22,2525
20200607,Cuneo,76,24153
20200608,Cuneo,80,8971
20200609,Cuneo,83,15201
20200610,Cuneo,23,4394
20200611,Cuneo,44,4421
20200612,Cuneo,140,14483
20200613,Cuneo,145,14714
20200614,Cuneo,112,10610
20200615,Cuneo,32,19664
20200616,Cuneo,17,2142
20200617,Cuneo,74,7611
20200618,Cuneo,40,4168
20200619,Cuneo,52,8620
20200620,Cuneo,64,7130
20200621,Cuneo,139,13344
20200622,Cuneo,82,17091
20200623,Cuneo,24,13088
20200624,Cuneo,48,8036
20200625,Cuneo,47,8361
20200626,Cuneo,81,21276
20200627,Cuneo,59,14562
20200628,Cuneo,33,4660
20200629,Cuneo,40,22520
20200630,Cuneo,31,9351
20200701,Cuneo,46,11598
20200702,Cuneo,32,8261
20200703,Cuneo,42,6313
20200704,Cuneo,64,14767
20200705,Cuneo,38,5721
20200706,Cuneo,44,10714
20200707,Cuneo,72,44266
20200709,Cuneo,30,6426
20200710,Cuneo,28,7745
20200711,Cuneo,30,9077
20200712,Cuneo,14,6832
20200713,Cuneo,7,1322
20200714,Cuneo,16,20485
20200715,Cuneo,7,2485
20200716,Cuneo,3,1323
20200717,Cuneo,3,1067
20200718,Cuneo,6,5326
20200719,Cuneo,4,2212
20200721,Cuneo,1,413
20200303,Alessandria,1,5
20200304,Alessandria,15,49
20200306,Alessandria,10,71
20200307,Alessandria,8,32
20200308,Alessandria,20,77
20200310,Alessandria,2,13
20200311,Alessandria,40,48
20200312,Alessandria,27,153
20200314,Alessandria,46,802
20200315,Alessandria,25,73
20200316,Alessandria,66,198
20200317,Alessandria,50,125
20200318,Alessandria,51,112
20200320,Alessandria,221,469
20200321,Alessandria,59,147
20200322,Alessandria,106,317
20200323,Alessandria,57,111
