date, pm25, pm10, o3, no2, so2
2014-11-03,151,50,14,28,4
2014-11-04,114,29,22,22,4
2014-11-05,74,15,23,22,4
2014-11-06,53,18,11,31,4
2014-11-07,57,31,3,29,4
2014-11-08,78,41,4,33,4
2014-11-09,91,29,15,20,3
2014-11-10,68,14,13,26,1
2014-11-11,57, ,18,25,1
2014-11-13,25,15,16,33,1
2014-11-14,57,37,1,32,6
2014-11-15,82,21,22,19,2
2014-11-16,55,12,19,28,1
2014-11-17,50,13,11,23,6
2014-11-18,42,20,11,36,2
2014-11-19,63,36,6,32,2
2014-11-20,89,46,2,44,5
2014-11-21,114,51,2,38,5
2014-11-22,124,66,2,45,5
2014-11-23,155,69,1,43,2
2014-11-24,159,66,1,37,2
2014-11-25,158,70,2,39,2
2014-11-26,159,35,4,22,2
2014-11-27,80,38,7,24,2
2014-11-28,78,35,1,34,3
2014-11-29,74,33,1,35,2
2014-11-30,76,33,1,18,2
2014-12-01,82,17,8,26,2
2014-12-02,46,17,9,20,2
2014-12-03,53,24,2,20,2
2014-12-04,59,20,2,20,2
2014-12-05,61,31,1,23,2
2014-12-06,80,25,2,22,2
2014-12-07,70,19,9,30,2
2014-12-08,61,35,5,20,2
2014-12-09,93,22,24,34,2
2014-12-10,72,46,2,54,2
2014-12-11,112,51,3,45,2
2014-12-12,114,59,2,45,3
2014-12-13,147,58,1,42,3
2014-12-14,149,66,1,31,2
2014-12-15,154,59,1,37,3
2014-12-16,142,41,1,34,2
2014-12-17,85,50,1,48,2
2014-12-18,122,56,1,48,2
2014-12-19,134,39,1,65,2
2014-12-20,89,43,1,26,3
2014-12-21,97,39,2,27,2
2014-12-22,93,45,1,40,2
2014-12-23,91,50,1,46,3
2014-12-24,102,48,1,35,2
2014-12-25,104,46,7,25,3
2014-12-26,112,11,25,23,2
2014-12-27,38,32,3,29,2
2014-12-28,87,42,7,24,2
2014-12-29,112, , , , 
2020-07-21, ,14,74,18, 
2020-05-28, ,12,67,24,2
2020-03-03, ,20,19,39,3
2020-03-14, ,26,30,25,2
2020-01-01, ,70,18,37,3
2019-10-08, ,27,30,39,2
2019-12-28, ,50,3,43,3
2019-07-03, ,21,102,22,5
2019-07-26, ,27,111,31,2
2019-08-17, ,14,50,15,1
2019-04-17, ,30, , , 
2019-01-01, ,68,3,23, 
2019-01-25, ,50,8,41, 
2019-02-25, ,56,9, ,5
2018-10-03, ,50,18,34, 
2018-10-28, ,11,28,6, 
2018-08-11, ,21,44,16, 
2018-08-12, ,39,43,10,1
2018-08-14, ,16,44,9,1
2018-08-18, ,11,59,11,1
2018-09-07, ,18,40,26,5
2018-09-22, ,31,50,33,2
2018-05-02, ,10, , , 
2018-05-10, ,51, , , 
2018-05-13, ,9,45,13, 
2018-05-14, ,12,36,19, 
2018-05-22, ,37,36,21, 
2018-01-05, ,53,2,31,2
2018-01-24, ,59,7,38,2
2017-07-26, ,7,41,27,2
2017-08-13, ,8,48,17,1
2017-08-25, ,32,81,23,1
2017-05-19, ,22,46,20,2
2017-03-06, ,28,24,54,2
2016-10-26, ,29,2,32,2
2016-12-16, ,79,2,52,2
2016-07-24, ,20,64,20, 
2016-08-23, ,16,57,29, 
2016-06-15, ,20,41,31, 
2016-06-18, ,21,41,20, 
2016-01-23, ,71,18,63,4
2016-02-09, ,20,15,43,3
2016-02-20, ,21, , , 
2015-10-30, ,38, ,41, 
2015-11-04, ,41,17,43, 
2015-11-07, ,48,10,43, 
2015-11-14, ,44,2,28, 
2016-01-01, ,69,9,39,3
2016-01-03, ,33, , , 
2015-07-27, ,30,74,20, 
2015-05-02, ,17,40,20, 
2015-06-15, ,5,39,18, 
2015-01-01, ,65,8,33,3
2015-01-15, ,56,8,34,2
2015-02-21, ,51,24,32, 
2015-03-18, ,50, , , 
2014-10-06, ,34,20,36,3
2014-10-14, ,19,7,26,3
2014-11-12, ,12,8,27,1
2020-05-27, , ,51,17, 
2020-03-13, , ,35,34,2
2019-07-02, , ,94,27,1
2019-07-25, , ,134,32,2
2019-08-15, , ,37,28,1
2019-06-29, , ,80,12,3
2019-06-30, , ,107,20,1
2019-07-01, , ,113,30, 
2018-08-04, , ,86, , 
2018-08-07, , ,88, , 
2018-08-08, , ,66, , 
2018-08-09, , ,58, , 
2018-08-10, , ,51,15, 
2018-08-17, , ,66,14,1
2018-09-06, , ,62,19,1
2018-05-08, , ,26,14, 
2018-01-23, , ,5,40,2
2017-05-17, , ,76,21,2
2017-05-18, , ,57,18,2
2017-06-05, , ,26,14,1
2016-10-24, , ,2,37,2
2016-10-25, , ,1,32,2
2016-06-14, , ,43,17,7
2016-01-20, , ,11,58,3
2016-01-21, , ,6,71,4
2016-01-22, , ,11,89,4
2016-02-08, , ,3,47,3
2015-10-28, , ,10,30,1
2015-11-02, , ,16,23, 
2015-11-03, , ,4,38, 
2015-11-06, , ,11,52, 
2015-11-13, , ,7,47,1
2016-01-02, , ,4,34,3
2015-06-13, , ,48,14,2
2015-06-14, , ,30,11, 
2015-02-19, , ,12,45, 
2015-02-20, , ,31,38, 
2015-03-17, , ,10,28, 
2015-10-29, , , ,31,2
2016-06-13, , , , ,7
